pl_name,pl_letter,pl_rade,pl_masse,pl_dens,pl_orbper,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_spectype,disc_year,discoverymethod,disc_facility,tran_flag,ra,dec,planet_size_class,discovery_era,habitable_candidate
Kepler-949 b,b,2.91,,,8.689307296,,,5403.0,0.86,0.89,,2016,Transit,Kepler,1,298.6079128,46.45366,Neptune-like,2016+,False
Kepler-395 b,b,1.21,,,7.05,,,,,,,2014,Transit,Kepler,1,293.5111889,45.1366252,Earth-like,2010–2015,False
Kepler-339 c,c,1.117,,,6.98803345,,99.1,5446.0,0.766,0.87,,2014,Transit,Kepler,1,293.351701,48.4445922,Earth-like,2010–2015,False
Kepler-136 c,c,2.168,,,,,162.044,6248.0,1.458,,,2014,Transit,Kepler,1,296.4673039,42.5987984,Neptune-like,2010–2015,False
Kepler-1822 b,b,2.08,,,22.13345106,507.0,15.61,5180.0,0.692,0.759,,2021,Transit,Kepler,1,297.2855,41.3055733,Neptune-like,2016+,False
Kepler-45 b,b,10.76,160.497,0.8,2.455239,1000.0,,3820.0,0.55,0.59,M,2011,Transit,Kepler,1,292.8729292,41.0641727,Gas Giant,2010–2015,False
Kepler-169 d,d,1.394,,,,,55.53,5046.0,0.732,,,2014,Transit,Kepler,1,285.9999204,40.9193822,Super-Earth,2010–2015,False
HAT-P-51 b,b,14.493237,98.20947,0.178,4.2180278,1192.0,,5449.0,1.041,0.976,,2015,Transit,HATNet,1,21.0651251,32.8107,Gas Giant,2010–2015,False
Kepler-208 e,e,1.52,,,16.25945734,875.0,138.51,6220.0,1.328,1.123,,2014,Transit,Kepler,1,293.8901979,42.5279413,Super-Earth,2010–2015,False
Kepler-1794 b,b,1.96,,,9.7629522,703.0,57.59,5052.0,0.816,0.773,,2021,Transit,Kepler,1,300.6196594,45.7888068,Super-Earth,2016+,False
Kepler-28 c,c,1.65,,,8.98581901,509.0,15.9,4072.0,0.57,0.586,,2011,Transit,Kepler,1,292.1370409,42.4294835,Super-Earth,2010–2015,False
K2-187 b,b,1.2,,,0.77401,,,5438.0,0.83,,,2018,Transit,K2,1,132.5235618,23.1924709,Earth-like,2016+,False
Kepler-176 d,d,2.7,,,25.75101,511.0,,5166.0,0.79,0.77,,2014,Transit,Kepler,1,294.6679021,43.8532104,Neptune-like,2010–2015,False
Kepler-1871 b,b,1.97,,,1.952710064,1403.0,917.15,5741.0,0.946,1.02,,2021,Transit,Kepler,1,292.4275044,38.4728824,Super-Earth,2016+,False
Kepler-256 b,b,1.6,,,1.620467836,,,5607.0,1.14,0.97,,2014,Transit,Kepler,1,292.58042,46.0973588,Super-Earth,2010–2015,False
KOI-134 b,b,12.28,,,67.5952229,588.0,28.2,6038.0,1.744,1.341,,2025,Transit,Kepler,1,295.586598,45.3649371,Gas Giant,2016+,False
Kepler-709 b,b,2.92,,,16.08524954,,,5071.0,0.77,0.8,,2016,Transit,Kepler,1,292.105272,42.3803077,Neptune-like,2016+,False
KOI-3503 b,b,0.77,,,21.1875846,674.0,48.81,6338.0,0.847,0.918,,2021,Transit,Kepler,1,293.1507654,41.7291532,Earth-like,2016+,False
Kepler-299 d,d,1.598,,,,,69.96,5678.0,0.999,,,2014,Transit,Kepler,1,283.2070156,48.5805222,Super-Earth,2010–2015,False
Kepler-226 c,c,2.55,,,5.349553819,919.0,168.99,5185.0,0.91,0.831,,2014,Transit,Kepler,1,292.3760942,47.8809596,Neptune-like,2010–2015,False
Kepler-901 b,b,1.21,,,3.517494394,645.0,40.87,3916.0,0.51,0.53,,2016,Transit,Kepler,1,291.1528056,40.8876814,Earth-like,2016+,False
TOI-244 b,b,1.52,2.68,4.2,7.397225,458.0,7.3,3433.0,0.426,0.428,M2.5 V,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,10.5697537,-36.7179743,Super-Earth,2016+,False
Kepler-24 c,c,2.8,508.5,,12.3335,,,5800.0,1.07,1.03,,2011,Transit,Kepler,1,290.4132621,38.3437283,Neptune-like,2010–2015,False
LHS 1815 b,b,1.088,8.7,,3.81433,617.0,,3643.0,0.501,0.502,M1,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,91.0899861,-55.3115376,Earth-like,2016+,False
Kepler-250 b,b,1.12,,,4.14808732,,,5097.0,0.79,0.83,,2014,Transit,Kepler,1,289.5947633,44.1418114,Earth-like,2010–2015,False
Kepler-501 b,b,4.11,,,5.640677572,1085.0,327.41,6217.0,0.989,1.056,,2016,Transit,Kepler,1,297.2014919,41.7301534,Neptune-like,2016+,False
Kepler-815 b,b,4.358,,,8.57503552,,809.0,5074.0,3.497,1.541,,2016,Transit,Kepler,1,285.2211238,47.8813037,Neptune-like,2016+,False
K2-219 b,b,1.47,,,3.9009,,,,1.321,,,2018,Transit,K2,1,12.8452963,8.8675474,Super-Earth,2016+,False
Kepler-122 b,b,2.423,,,,,448.102,5917.0,1.269,,,2014,Transit,Kepler,1,291.1118647,39.9490248,Neptune-like,2010–2015,False
Kepler-282 c,c,1.22,,,13.639525,762.0,79.81,6102.0,0.887,0.968,,2014,Transit,Kepler,1,284.6772402,44.7976401,Earth-like,2010–2015,False
Kepler-32 f,f,1.47,,,0.742957911,1026.0,262.51,3731.0,0.498,0.509,,2012,Transit,Kepler,1,297.8423073,46.5743595,Super-Earth,2010–2015,False
K2-275 b,b,2.3,,,3.280926,,,,0.75,,,2018,Transit,K2,1,132.1698795,20.4550162,Neptune-like,2016+,False
Kepler-1061 b,b,1.94,,,2.758006,1595.0,,6424.0,1.3,1.18,,2016,Transit,Kepler,1,296.2300306,50.2752091,Super-Earth,2016+,False
Kepler-1137 b,b,2.644,,,,,197.846,7115.0,1.735,,,2016,Transit,Kepler,1,287.1302407,48.665347,Neptune-like,2016+,False
KOI-1599.02,b,64.05,,,13.6163456,755.0,76.81,5823.0,0.972,1.02,,2019,Transit,Kepler,1,298.3738383,40.6184483,Gas Giant,2016+,False
TOI-2818 b,b,14.2282,,,4.0397189,1515.0,876.846,5758.5,1.14,,,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,119.0598183,-35.1167104,Gas Giant,2016+,False
WASP-24 b,b,14.571,340.382,0.648,2.34121242,,,6075.0,1.331,1.184,,2010,Transit,SuperWASP,1,227.2154975,2.343286,Gas Giant,2010–2015,False
Kepler-150 b,b,1.34,,,3.42804168,1189.0,473.14,5862.0,0.931,0.963,,2014,Transit,Kepler,1,288.2341025,40.520897,Super-Earth,2010–2015,False
Kepler-333 b,b,1.57,,,12.55109333,,,4347.0,0.63,0.66,,2014,Transit,Kepler,1,292.2861201,40.9135429,Super-Earth,2010–2015,False
Kepler-350 c,c,2.45,,,17.84848082,838.0,116.48,6217.0,1.247,0.997,,2013,Transit,Kepler,1,285.4195845,39.7061009,Neptune-like,2010–2015,False
Kepler-168 b,b,1.46,,,4.425391,,,6282.0,1.107,,,2014,Transit,Kepler,1,294.7101832,39.8250437,Super-Earth,2010–2015,False
KOI-1783.02,c,6.36,,,284.063137,321.0,2.51,5791.0,1.336,0.996,,2020,Transit,Kepler,1,289.3414629,46.988155,Gas Giant,2016+,False
TrES-4 b,b,19.626959,292.4036,0.213,3.553945,1785.0,,6200.0,1.816,1.394,,2007,Transit,TrES,1,268.3043361,37.2117397,Gas Giant,Pre-2010,False
Kepler-1722 b,b,2.33,,,9.17858057,758.0,77.93,5500.0,0.795,0.859,,2021,Transit,Kepler,1,296.6627402,41.2611985,Neptune-like,2016+,False
Kepler-230 c,c,2.04,,,91.773242,,,5588.0,0.817,,,2014,Transit,Kepler,1,285.7185682,48.5058038,Neptune-like,2010–2015,False
Kepler-1790 b,b,2.02,,,31.5888952,606.0,31.79,6108.0,1.03,1.132,,2021,Transit,Kepler,1,294.5668577,46.0757312,Neptune-like,2016+,False
Kepler-750 b,b,2.48,,,9.4288,921.0,,6243.0,1.02,1.12,,2016,Transit,Kepler,1,289.0968274,44.004364,Neptune-like,2016+,False
Kepler-53 b,b,2.84,103.1,,18.649,,,,0.945,1.02,,2012,Transit,Kepler,1,290.4617926,40.5624966,Neptune-like,2010–2015,False
Kepler-111 c,c,7.52,,,224.7782093,323.0,2.56,5906.0,1.145,1.098,,2014,Transit,Kepler,1,291.653163,44.6882613,Gas Giant,2010–2015,False
Kepler-1418 b,b,1.21,,,22.4765952,419.0,7.27,4563.0,0.567,0.592,,2016,Transit,Kepler,1,282.9975322,41.67859,Earth-like,2016+,False
Kepler-639 b,b,2.17,,,10.21420496,929.0,176.4,5850.0,1.187,0.98,,2016,Transit,Kepler,1,292.1868271,41.726944,Neptune-like,2016+,False
K2-62 c,c,1.89069587,,,16.197201,,,4636.0,0.647947,0.684147,,2016,Transit,K2,1,334.3645089,-12.1874776,Super-Earth,2016+,False
Kepler-100 c,c,2.355,,,,,208.657,5854.0,1.533,,,2014,Transit,Kepler,1,291.3861294,41.9901394,Neptune-like,2010–2015,False
Kepler-485 b,b,13.642,,,,,622.014,5802.0,1.071,,,2016,Transit,Kepler,1,294.9963415,50.4700458,Gas Giant,2016+,False
TOI-1836 b,b,8.28055741,24.7,0.24,20.380845,889.51,,6237.0,1.6454,1.2518,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,245.9079242,54.6900774,Gas Giant,2016+,False
Kepler-182 c,c,4.148,,,,,88.852,5960.0,1.381,,,2014,Transit,Kepler,1,289.8301128,50.5862025,Neptune-like,2010–2015,False
Kepler-676 b,b,2.98,,,11.6,,,,,,,2016,Transit,Kepler,1,296.2220259,50.2873626,Neptune-like,2016+,False
Kepler-324 b,b,1.17,,,4.38536461,,,5255.0,0.83,0.87,,2014,Transit,Kepler,1,286.4714473,49.6490933,Earth-like,2010–2015,False
Kepler-1951 b,b,0.88,,,20.6577602,624.0,35.84,5497.0,0.9,0.782,,2021,Transit,Kepler,1,290.4999139,40.2877161,Earth-like,2016+,False
WASP-8 b,b,11.2,699.2,2.6,8.2,950.0,,5600.0,,,G8 V,2010,Transit,SuperWASP,1,359.9008737,-35.0313349,Gas Giant,2010–2015,False
Kepler-84 b,b,2.2,,,8.725854,937.0,,6013.0,1.03,1.02,,2012,Transit,Kepler,1,298.2520208,40.4960842,Neptune-like,2010–2015,False
Kepler-1585 b,b,1.72,,,3.5827463,1064.0,302.74,5448.0,0.872,0.912,,2016,Transit,Kepler,1,296.1589897,44.5630457,Super-Earth,2016+,False
Kepler-37 d,d,1.94,,,39.792232,436.0,,5288.0,0.728,0.753,,2013,Transit,Kepler,1,284.0592503,44.5183733,Super-Earth,2010–2015,False
Kepler-1068 b,b,3.63,,,16.92344113,735.0,68.98,6063.0,1.012,1.117,,2016,Transit,Kepler,1,294.6481708,46.3923173,Neptune-like,2016+,False
Kepler-416 b,b,2.48,58.2,,6.319,,,,1.075,1.0,,2014,Transit Timing Variations,Kepler,1,291.5569554,39.2272923,Neptune-like,2010–2015,False
Kepler-319 c,c,2.85,,,,,136.343,5599.0,0.848,,,2014,Transit,Kepler,1,288.8119782,39.7706431,Neptune-like,2010–2015,False
KOI-351 g,g,7.7,,,210.6013843,342.0,3.22,5970.0,1.2,1.089,,2013,Transit,Kepler,1,284.4334642,49.3051239,Gas Giant,2010–2015,False
Kepler-973 b,b,1.84,,,49.6077331,406.0,6.42,5180.0,0.742,0.702,,2016,Transit,Kepler,1,290.1653203,49.9238126,Super-Earth,2016+,False
Kepler-264 b,b,3.33,,,40.806231,,,6158.0,1.55,,,2014,Transit,Kepler,1,292.044628,37.3761861,Neptune-like,2010–2015,False
K2-43 b,b,4.2314265,,,3.4712802624,636.76,38.8531,3696.0,0.563,,,2016,Transit,K2,1,169.117028,-3.9754405,Neptune-like,2016+,False
Kepler-82 d,d,1.77,,,2.382952186,1313.0,702.44,5739.0,0.928,0.966,,2014,Transit,Kepler,1,292.8733696,42.9661583,Super-Earth,2010–2015,False
Kepler-1106 b,b,1.48,,,1.2527398,1807.0,,6242.0,1.03,1.11,,2016,Transit,Kepler,1,291.1451576,44.0624715,Super-Earth,2016+,False
Kepler-334 d,d,1.39,,,25.09852783,631.0,37.55,5827.0,0.999,0.959,,2014,Transit,Kepler,1,287.1406177,47.1151153,Super-Earth,2010–2015,False
Kepler-1244 b,b,1.15,,,3.70428172,1633.0,1682.01,6728.0,1.484,1.143,,2016,Transit,Kepler,1,282.3012505,46.5161814,Earth-like,2016+,False
Kepler-722 c,c,2.82,,,105.144749,,,5863.0,1.05,1.03,,2016,Transit,Kepler,1,290.2632874,44.5564051,Neptune-like,2016+,False
Kepler-598 b,b,1.63,,,3.701765401,1050.0,286.23,5252.0,0.898,0.815,,2016,Transit,Kepler,1,293.1234493,40.9348005,Super-Earth,2016+,False
KOI-2513.01,b,12.6,,,19.00545,771.0,,6362.0,1.1,1.16,,2023,Transit,Kepler,1,293.6688776,46.3792321,Gas Giant,2016+,False
K2-10 b,b,3.83,,,19.307107,,,5454.0,0.86,,,2015,Transit,K2,1,172.1216476,1.6906217,Neptune-like,2010–2015,False
Kepler-1987 c,c,1.69599998,,,3.648269892,,,4769.0,0.714,0.799,,2023,Transit,Kepler,1,295.8254663,42.9433716,Super-Earth,2016+,False
TOI-1260 c,c,2.82,11.8,2.87,7.49325,643.0,28.4,4227.0,0.65,0.66,K6 V,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1,157.1440712,65.8541986,Neptune-like,2016+,False
Kepler-1273 b,b,2.49,,,28.625653,,,5566.0,0.91,0.94,,2016,Transit,Kepler,1,285.8032016,44.8733983,Neptune-like,2016+,False
GJ 143 b,b,2.61,22.7,7.0,35.61253,422.0,,4640.0,0.695,0.73,K4.5,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1,51.7501882,-63.500166,Neptune-like,2016+,False
Kepler-1601 b,b,0.828,,,,,999.752,5752.0,1.072,,,2016,Transit,Kepler,1,285.5129496,38.079839,Earth-like,2016+,False
Kepler-246 b,b,2.56,,,4.601816855,,,5434.0,0.87,0.9,,2014,Transit,Kepler,1,296.4834007,42.6633806,Neptune-like,2010–2015,False
Kepler-135 b,b,1.81,,,6.00253,,,6090.0,1.275,,,2014,Transit,Kepler,1,290.4950939,38.7954956,Super-Earth,2010–2015,False
Kepler-1878 b,b,1.94,,,4.44589508,1063.0,302.6,5918.0,0.865,0.956,,2021,Transit,Kepler,1,300.7324154,44.1070231,Super-Earth,2016+,False
Kepler-1943 b,b,0.8,,,4.85026423,1098.0,344.04,6032.0,0.973,1.055,,2021,Transit,Kepler,1,293.3182976,41.1166697,Earth-like,2016+,False
HAT-P-36 b,b,15.4709,,,1.3273482,1697.0,1378.13,5555.05,1.07,,,2011,Transit,HATNet,1,188.2662048,44.9153672,Gas Giant,2010–2015,False
Kepler-80 c,c,2.82,,,9.521783,583.0,,4613.0,0.647,0.722,,2012,Transit,Kepler,1,296.1125759,39.9787451,Neptune-like,2010–2015,False
K2-162 b,b,1.48630496,,,9.457747,,,4885.0,0.725626,0.776634,,2018,Transit,K2,1,186.0383865,-1.111479,Super-Earth,2016+,False
K2-60 b,b,7.655747,135.39558,1.7,3.00265,1400.0,,5500.0,1.12,0.97,G4 V,2016,Transit,K2,1,338.6062312,-13.7318044,Gas Giant,2016+,False
Kepler-1151 b,b,3.93,,,65.6480892,485.0,13.04,5565.0,1.246,1.008,,2016,Transit,Kepler,1,292.2477819,47.8784257,Neptune-like,2016+,False
Kepler-907 b,b,1.31,,,15.86624787,879.0,141.18,6099.0,1.308,0.974,,2016,Transit,Kepler,1,285.4764959,41.6326615,Super-Earth,2016+,False
Kepler-623 b,b,3.23,,,9.07097734,825.0,109.61,5672.0,0.929,1.008,,2016,Transit,Kepler,1,296.9867284,47.4773531,Neptune-like,2016+,False
HAT-P-13 b,b,16.667783,285.72917,,2.9162383,,,,1.756,1.32,,2009,Transit,HATNet,1,129.8823772,47.3519076,Gas Giant,Pre-2010,False
Kepler-280 c,c,2.087,,,4.807099588,,262.9,5541.0,0.971,0.962,,2014,Transit,Kepler,1,291.3905325,42.1804735,Neptune-like,2010–2015,False
Kepler-1310 b,b,1.25,,,0.679336272,1814.0,2561.85,5596.0,0.778,0.852,,2016,Transit,Kepler,1,283.9200236,40.7400419,Super-Earth,2016+,False
Kepler-1336 b,b,1.3,,,23.198681,592.0,28.95,5717.0,0.864,0.958,,2016,Transit,Kepler,1,296.2776587,46.8998006,Super-Earth,2016+,False
Kepler-78 b,b,1.2,1.69,5.3,0.35500744,,,5121.0,0.74,0.83,,2013,Transit,Kepler,1,293.7419543,44.4482521,Earth-like,2010–2015,False
Kepler-1176 b,b,1.85,,,24.17534,551.0,,5540.0,0.8,0.908,,2016,Transit,Kepler,1,297.919724,45.2742038,Super-Earth,2016+,False
Kepler-458 c,c,3.7,,,20.740555,707.0,,6081.0,1.04,1.043,,2016,Transit,Kepler,1,297.0454037,46.3286653,Neptune-like,2016+,False
Kepler-80 d,d,1.53,6.75,7.04,3.07222,,,4540.0,0.678,0.73,K5,2014,Transit,Kepler,1,296.1125759,39.9787451,Super-Earth,2010–2015,False
Kepler-522 b,b,5.899,,,38.58422849,,64.5,6338.0,1.672,1.403,,2016,Transit,Kepler,1,288.153973,44.0688154,Neptune-like,2016+,False
Kepler-235 d,d,2.1,,,20.06057,400.0,,4243.0,0.552,0.581,,2014,Transit,Kepler,1,286.0790779,39.278237,Neptune-like,2010–2015,False
Kepler-439 b,b,2.24,,,178.1396,,1.83,5431.0,0.866,0.884,,2015,Transit,Kepler,1,280.8015188,44.0339733,Neptune-like,2010–2015,False
K2-153 b,b,2.0,,,7.51554,,11.8,3720.0,0.495,0.512,M3.0 V,2018,Transit,K2,1,183.8088709,2.0208765,Neptune-like,2016+,False
Kepler-440 b,b,1.63,,,101.1114976,,,3959.0,0.53,0.55,,2015,Transit,Kepler,1,285.3500664,41.4523695,Super-Earth,2010–2015,False
Kepler-1457 b,b,1.99,,,51.1110243,,,5866.0,1.01,1.01,,2016,Transit,Kepler,1,283.7705481,42.027203,Super-Earth,2016+,False
TOI-181 b,b,6.9559,46.1687,0.7562,4.532,895.1,102.43,4994.0,0.745,0.822,K,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,352.1725409,-34.4914099,Gas Giant,2016+,False
Kepler-1595 b,b,1.28,,,4.56380468,980.0,218.18,5408.0,0.861,0.848,,2016,Transit,Kepler,1,285.7227502,43.0094855,Super-Earth,2016+,False
K2-8 c,c,2.44,,,5.06408,,135.0,5147.0,0.8,0.84,,2016,Transit,K2,1,169.7935178,-0.2844389,Neptune-like,2016+,False
Kepler-220 e,e,1.18,,,45.9029768,341.0,3.19,4499.0,0.639,0.643,,2014,Transit,Kepler,1,291.5060432,46.8956262,Earth-like,2010–2015,True
K2-187 c,c,1.70058746,,,2.871788,,,5477.0,0.894913,0.966999,,2018,Transit,K2,1,132.5235618,23.1924709,Super-Earth,2016+,False
Kepler-1885 b,b,23.18,,,2.522588632,1205.0,499.07,5591.0,0.86,0.977,,2021,Transit,Kepler,1,288.7507112,47.4909206,Gas Giant,2016+,False
OGLE-TR-10 b,b,19.27948,216.1244,0.178,3.101278,1702.0,,6075.0,1.52,1.277,,2004,Transit,OGLE,1,267.8677483,-29.8764758,Gas Giant,Pre-2010,False
Kepler-1502 b,b,2.11,,,41.7083629,613.0,33.46,6446.0,1.155,1.17,,2016,Transit,Kepler,1,296.1079271,39.3199201,Neptune-like,2016+,False
Kepler-225 b,b,1.44,,,6.73893544,579.0,26.64,4126.0,0.602,0.616,,2014,Transit,Kepler,1,292.1939846,47.4570808,Super-Earth,2010–2015,False
Kepler-106 d,d,0.95,8.1,,23.9802,,,5858.0,1.04,1.0,,2014,Transit,Kepler,1,300.864006,44.3375497,Earth-like,2010–2015,False
K2-19 b,b,6.67,,,7.919454,,,,0.823,,,2015,Transit,K2,1,174.9602543,0.603596,Gas Giant,2010–2015,False
Kepler-300 c,c,2.15,,,40.7151103,516.0,16.76,5968.0,0.881,0.97,,2014,Transit,Kepler,1,295.2886934,48.5997243,Neptune-like,2010–2015,False
Kepler-163 c,c,2.725,,,,,30.238,5390.0,0.913,,,2014,Transit,Kepler,1,295.0027458,46.9873389,Neptune-like,2010–2015,False
Kepler-756 b,b,1.19,,,1.224866322,1518.0,1253.88,5573.0,0.827,0.902,,2016,Transit,Kepler,1,290.6079736,41.201094,Earth-like,2016+,False
K2-243 b,b,2.17,,,11.54182,1035.0,,6570.0,1.39,1.29,,2018,Transit,K2,1,181.1211419,-4.8991358,Neptune-like,2016+,False
HD 202772 A b,b,17.317905,323.23311,0.343,3.308958,2132.0,3440.0,6272.0,2.591,1.72,,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1,319.6995877,-26.6163743,Gas Giant,2016+,False
HD 23472 c,c,2.149,17.18,,29.625,,,,0.73,0.75,,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1,55.4590314,-62.7672667,Neptune-like,2016+,False
Kepler-270 b,b,1.83,,,11.4761013,1001.0,237.05,6432.0,1.3,1.155,,2014,Transit,Kepler,1,282.2001207,44.4222795,Super-Earth,2010–2015,False
Kepler-780 b,b,1.1,,,0.6773911,2154.0,,5731.0,1.09,1.003,,2016,Transit,Kepler,1,281.7663511,44.2924898,Earth-like,2016+,False
Kepler-407 b,b,1.07,,,0.669309686,,,5487.0,1.05757,0.96,,2014,Transit,Kepler,1,286.0363025,49.6145027,Earth-like,2010–2015,False
Kepler-849 b,b,8.245,,,,,3.119,5979.0,1.828,,,2016,Transit,Kepler,1,290.8517961,48.5213243,Gas Giant,2016+,False
Kepler-1751 b,b,1.82417378,,,7.017310143,,,6052.0,0.967,0.974,,2021,Transit,Kepler,1,284.8465476,49.6923412,Super-Earth,2016+,False
WASP-192 b,b,12.863,,,2.8786641,1297.0,471.142,6017.0,1.35,,,2019,Transit,WASP-South,1,223.6587187,-38.7445469,Gas Giant,2016+,False
Kepler-298 b,b,2.21,,,10.47548192,566.0,24.29,4549.0,0.652,0.668,,2014,Transit,Kepler,1,283.0398448,48.8253303,Neptune-like,2010–2015,False
Kepler-845 b,b,1.838,,,0.927859821,,787.2,4773.0,0.686,0.718,,2016,Transit,Kepler,1,290.9576363,49.2037262,Super-Earth,2016+,False
AU Mic b,b,3.95677019,,,8.46308,600.0,21.2,3678.0,0.744,0.51,,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,311.2911369,-31.34245,Neptune-like,2016+,False
Wendelstein-2 b,b,12.9934728,232.33373,0.62,1.7522239,2470.0,,4591.0,0.66,0.73,K6 V,2020,Transit,Haleakala Observatory,1,297.7909214,16.9125679,Gas Giant,2016+,False
Kepler-841 b,b,4.67,,,124.4198398,304.0,2.02,5446.0,0.72,0.781,,2016,Transit,Kepler,1,284.2513637,48.8095962,Neptune-like,2016+,False
Kepler-1858 b,b,2.4,,,88.0712769,330.0,2.79,4939.0,0.819,0.785,,2021,Transit,Kepler,1,292.3074315,46.626579,Neptune-like,2016+,False
Kepler-933 b,b,2.02,,,14.20443009,610.0,32.63,5362.0,0.69,0.74,,2016,Transit,Kepler,1,289.5685257,43.5385438,Neptune-like,2016+,False
Kepler-104 c,c,2.32,,,23.66834635,668.0,47.11,5979.0,1.005,0.913,,2014,Transit,Kepler,1,287.6046621,42.1665104,Neptune-like,2010–2015,False
Kepler-939 b,b,3.354,,,,,230.224,5824.0,1.723,,,2016,Transit,Kepler,1,293.8656181,47.0268148,Neptune-like,2016+,False
Kepler-1760 b,b,1.41,,,38.32527,444.0,,5331.0,0.75,0.854,,2021,Transit,Kepler,1,284.1326058,48.8251452,Super-Earth,2016+,False
Kepler-1861 b,b,1.93,,,40.03252,577.0,,6119.0,1.06,1.06,,2021,Transit,Kepler,1,295.8465148,49.9361586,Super-Earth,2016+,False
Kepler-323 c,c,1.63,,,3.553822,,,5987.0,1.178,,,2014,Transit,Kepler,1,291.3822988,38.1274595,Super-Earth,2010–2015,False
Kepler-319 c,c,2.69,,,6.941359624,,,5613.0,0.92,0.96,,2014,Transit,Kepler,1,288.8119782,39.7706431,Neptune-like,2010–2015,False
Kepler-1972 b,b,0.631,,,7.5459119,,341.3,5907.0,1.415,1.201,,2022,Transit,Kepler,1,288.3953074,39.8725067,Earth-like,2016+,False
Kepler-1620 b,b,1.36,,,101.951829,428.0,7.92,6210.0,1.054,1.028,,2016,Transit,Kepler,1,297.2709026,46.9284743,Super-Earth,2016+,False
Kepler-1969 b,b,1.72,,,6.64752101,999.0,235.89,6046.0,1.007,1.111,,2021,Transit,Kepler,1,294.7842662,49.4920557,Super-Earth,2016+,False
Kepler-1442 b,b,3.93,,,81.4162941,,,6394.0,1.44,1.34,,2016,Transit,Kepler,1,291.2556226,48.8469171,Neptune-like,2016+,False
Kepler-761 b,b,2.6,,,10.12824,916.0,,6149.0,1.07,1.07,,2016,Transit,Kepler,1,290.503599,44.1436249,Neptune-like,2016+,False
Kepler-1321 b,b,5.45,,,11.13,,,,,,,2016,Transit,Kepler,1,294.528597,46.6408737,Neptune-like,2016+,False
Kepler-404 c,c,1.462,,,14.7512034,,34.2,5326.0,0.771,0.86,,2014,Transit,Kepler,1,286.3985796,45.3435241,Super-Earth,2010–2015,False
Kepler-852 b,b,2.54,,,44.9309804,,,6100.0,1.16,1.19,,2016,Transit,Kepler,1,297.3915863,48.5606875,Neptune-like,2016+,False
Kepler-1388 b,b,2.044,,,12.2854603,,,5052.0,0.48,,,2016,Transit,Kepler,1,283.3360156,47.1744499,Neptune-like,2016+,False
Kepler-227 c,c,3.1,,,54.41759,483.0,,5763.0,0.99,0.92,,2014,Transit,Kepler,1,291.9342748,48.141676,Neptune-like,2010–2015,False
Kepler-221 e,e,2.482,,,18.3697231,,24.2,5260.0,0.767,0.854,,2014,Transit,Kepler,1,296.6547477,46.8352242,Neptune-like,2010–2015,False
Kepler-255 b,b,1.55,,,5.714606,,,5573.0,0.933,,,2014,Transit,Kepler,1,296.0642702,45.9767647,Super-Earth,2010–2015,False
Kepler-701 b,b,3.09,,,10.35533177,777.0,86.22,5501.0,0.918,0.891,,2016,Transit,Kepler,1,288.99418,41.6333125,Neptune-like,2016+,False
Kepler-244 b,b,2.947,,,,,242.471,5498.0,0.879,,,2014,Transit,Kepler,1,287.242641,42.3014185,Neptune-like,2010–2015,False
Kepler-198 c,c,2.44,,,49.5675359,459.0,10.49,5733.0,0.855,0.947,,2014,Transit,Kepler,1,290.6731326,38.6910045,Neptune-like,2010–2015,False
Kepler-174 b,b,1.88,,,13.98177228,507.0,15.58,4590.0,0.595,0.583,,2014,Transit,Kepler,1,287.4389454,43.8320052,Super-Earth,2010–2015,False
Kepler-1957 b,b,0.94374867,,,2.186619997,,,4904.0,0.772,0.745,,2021,Transit,Kepler,1,293.711436,47.8874467,Earth-like,2016+,False
Kepler-722 b,b,2.692,,,,,414.601,6084.0,0.944,,,2016,Transit,Kepler,1,290.2632874,44.5564051,Neptune-like,2016+,False
Kepler-1126 b,b,1.58,,,108.593329,375.0,4.67,6106.0,0.844,0.935,,2016,Transit,Kepler,1,285.691955,45.6893993,Super-Earth,2016+,False
Kepler-24 d,d,1.67,,,4.244384,,,5897.0,1.289,,,2014,Transit,Kepler,1,290.4132621,38.3437283,Super-Earth,2010–2015,False
Kepler-185 c,c,2.02,,,20.729042,,,5208.0,0.806,,,2014,Transit,Kepler,1,282.4681674,43.8899464,Neptune-like,2010–2015,False
Kepler-53 d,d,2.54,,,9.75193182,,,5767.0,0.97,0.98,,2014,Transit,Kepler,1,290.4617926,40.5624966,Neptune-like,2010–2015,False
TOI-1772.01,b,2.905,,,8.054246874,,140.93,5583.0,0.995,0.99,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,156.837704,34.3909497,Neptune-like,2016+,False
Kepler-1611 b,b,0.81,,,5.1762429,,,5605.0,0.93,0.94,,2016,Transit,Kepler,1,296.5120204,49.7277506,Earth-like,2016+,False
