pl_name,pl_letter,pl_rade,pl_masse,pl_dens,pl_orbper,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_spectype,disc_year,discoverymethod,disc_facility,tran_flag,ra,dec,planet_size_class,discovery_era,habitable_candidate
Kepler-37 c,c,0.71,,,21.30199109,562.0,23.5,5417.0,0.772,0.803,,2013,Transit,Kepler,1,284.0592503,44.5183733,Earth-like,2010–2015,False
TIC 434398831 b,b,3.51,,,3.685504,1250.0,,5638.0,0.909,0.992,G4 V,2025,Transit,Transiting Exoplanet Survey Satellite (TESS),1,93.9592639,16.0238459,Neptune-like,2016+,False
Kepler-463 b,b,3.14,,,8.981014925,880.0,141.77,5666.0,0.967,0.785,,2016,Transit,Kepler,1,298.9368228,44.8578644,Neptune-like,2016+,False
TOI-1130 c,c,16.81347105,308.29355479,,8.35038,,,4250.0,0.687,0.684,,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,286.3760037,-41.4376399,Gas Giant,2016+,False
XO-2 N b,b,11.421971,189.10885,0.698,2.61585922,,,5332.0,0.998,0.96,,2007,Transit,XO,1,117.0267691,50.2251472,Gas Giant,Pre-2010,False
Kepler-387 c,c,1.06,,,11.8377261,891.0,149.02,6303.0,1.06,1.038,,2014,Transit,Kepler,1,287.7982699,45.6567655,Earth-like,2010–2015,False
Kepler-434 b,b,7.9,,,12.874686,749.0,,5894.0,0.9,1.003,,2015,Transit,Kepler,1,293.5863887,42.9288624,Gas Giant,2010–2015,False
Kepler-221 b,b,1.56,,,2.795902,1111.0,,5324.0,0.81,0.816,,2014,Transit,Kepler,1,296.6547477,46.8352242,Super-Earth,2010–2015,False
Kepler-993 b,b,2.22,,,22.08557563,301.0,1.94,3635.0,0.41,0.432,,2016,Transit,Kepler,1,292.6141076,44.3946644,Neptune-like,2016+,False
WASP-151 b,b,13.22170304,,,4.53346998242,1206.89,501.4021,5846.0,1.1971,,,2017,Transit,SuperWASP-South,1,349.0634651,0.3066895,Gas Giant,2016+,False
Kepler-1996 c,c,2.15,,,92.7296775,267.0,1.21,4528.0,0.624,0.651,,2023,Transit,Kepler,1,285.2537555,46.5822183,Neptune-like,2016+,False
Kepler-300 b,b,3.474,,,,,265.186,5986.0,1.404,,,2014,Transit,Kepler,1,295.2886934,48.5997243,Neptune-like,2010–2015,False
Kepler-1225 b,b,1.82,,,7.01075434,,,6140.0,1.19,1.13,,2016,Transit,Kepler,1,290.6332748,40.1369671,Super-Earth,2016+,False
Kepler-238 f,f,2.0,,,50.4454,461.0,,5779.0,0.9,0.97,,2013,Transit,Kepler,1,287.8971066,40.6378141,Neptune-like,2010–2015,False
Kepler-1637 b,b,0.84,,,6.10960324,1093.0,337.78,6024.0,1.009,0.756,,2016,Transit,Kepler,1,282.2368006,48.1542016,Earth-like,2016+,False
Kepler-235 b,b,2.03,,,3.340218842,656.0,43.73,3950.0,0.493,0.502,,2014,Transit,Kepler,1,286.0790779,39.278237,Neptune-like,2010–2015,False
Kepler-964 b,b,4.15,,,13.5225106,943.0,186.72,5659.0,1.626,1.08,,2016,Transit,Kepler,1,295.300065,40.5565792,Neptune-like,2016+,False
NGTS-13 b,b,9.06392,,,4.1197036,1584.0,1047.58,5848.8,1.79,,,2021,Transit,Next-Generation Transit Survey (NGTS),1,176.2402326,-38.1397158,Gas Giant,2016+,False
Kepler-1447 b,b,2.84,,,56.6747285,468.0,11.32,5910.0,0.94,1.032,,2016,Transit,Kepler,1,289.6434285,50.727016,Neptune-like,2016+,False
Kepler-123 b,b,2.94,,,17.232366,,,6089.0,1.264,,,2014,Transit,Kepler,1,296.9985853,42.7819633,Neptune-like,2010–2015,False
HR 858 d,d,2.164,,,11.23,1075.0,217.0,6201.0,1.31,1.145,,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),1,42.9849779,-30.8140609,Neptune-like,2016+,False
Kepler-282 d,d,2.928,,,24.80568031,,46.7,5656.0,1.129,0.86,,2013,Transit,Kepler,1,284.6772402,44.7976401,Neptune-like,2010–2015,False
CoRoT-18 b,b,15.04962078,,,1.90008624739,1366.35,823.7009,5440.0,0.934028,,,2011,Transit,CoRoT,1,98.1724172,-0.0316045,Gas Giant,2010–2015,False
Kepler-300 b,b,1.88,,,10.44636649,812.0,102.77,5968.0,0.881,0.97,,2014,Transit,Kepler,1,295.2886934,48.5997243,Super-Earth,2010–2015,False
Kepler-1201 b,b,1.92,,,15.18725932,789.0,91.56,6136.0,1.005,0.956,,2016,Transit,Kepler,1,294.6147908,40.8331158,Super-Earth,2016+,False
TOI-5688 A b,b,10.3,124.0,0.61,2.94815527,742.0,50.3,3713.0,0.57,0.6,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,266.9231001,47.7050486,Gas Giant,2016+,False
Kepler-81 b,b,2.49,,,5.954897293,,,4385.0,0.65,0.69,,2012,Transit,Kepler,1,293.6369437,42.8248275,Neptune-like,2010–2015,False
Kepler-1499 b,b,1.19,,,44.2008,,,5097.0,0.78,0.82,,2016,Transit,Kepler,1,283.986348,41.6505091,Earth-like,2016+,False
Kepler-306 c,c,2.323,,,,,70.449,4908.0,0.781,,,2014,Transit,Kepler,1,288.5387145,40.6160545,Neptune-like,2010–2015,False
TOI-2093 c,c,2.22490963,,,53.81087130391,337.46,3.0647,4455.0,0.730261,,,2025,Transit,Transiting Exoplanet Survey Satellite (TESS),1,302.7375229,70.8696532,Neptune-like,2016+,False
Kepler-342 d,d,2.833,,,,,44.828,6272.0,1.386,,,2014,Transit,Kepler,1,292.6780488,46.7266813,Neptune-like,2010–2015,False
Kepler-1763 b,b,1.1,,,1.480311,1809.0,,5905.0,1.25,1.083,,2021,Transit,Kepler,1,294.1130368,40.3628861,Earth-like,2016+,False
KELT-24 b,b,12.71098411,1458.83238813,3.9,5.55149296,1391.0,624.0,6426.0,1.338,1.268,,2019,Transit,KELT-North,1,161.9090273,71.655727,Gas Giant,2016+,False
Kepler-1321 d,d,2.62843782,,,5.720920086,,,3640.0,0.503,0.513,,2021,Transit,Kepler,1,294.528597,46.6408737,Neptune-like,2016+,False
Kepler-524 b,b,2.16,,,7.97419807,1062.0,300.47,6049.0,1.251,1.031,,2016,Transit,Kepler,1,296.8591787,49.1620125,Neptune-like,2016+,False
Kepler-606 b,b,2.8,,,24.31574009,683.0,51.53,6242.0,1.047,1.104,,2016,Transit,Kepler,1,292.42737,44.3812406,Neptune-like,2016+,False
Kepler-10 b,b,1.46,4.6,8.15,0.8374912,2160.0,,5643.0,1.065,0.913,,2011,Transit,Kepler,1,285.679298,50.2414842,Super-Earth,2010–2015,False
Kepler-26 b,b,2.78,5.12,1.26,12.28,,7.6,3914.0,0.512,0.544,,2011,Transit,Kepler,1,284.9410627,46.5664505,Neptune-like,2010–2015,False
Kepler-1143 c,c,3.21,,,210.630591,230.0,0.66,4905.0,0.682,0.665,,2016,Transit,Kepler,1,287.302772,39.2896399,Neptune-like,2016+,False
Kepler-206 b,b,1.123,,,7.78200916,,190.2,5691.0,1.078,0.957,,2014,Transit,Kepler,1,291.6346564,41.8338415,Earth-like,2010–2015,False
Kepler-1764 b,b,3.57,,,70.4680266,514.0,16.48,6458.0,1.142,1.158,,2021,Transit,Kepler,1,293.8799047,41.3938374,Neptune-like,2016+,False
Kepler-1400 b,b,1.63,,,9.06689421,726.0,65.52,5142.0,0.789,0.745,,2016,Transit,Kepler,1,286.2716827,45.4408055,Super-Earth,2016+,False
Kepler-84 b,b,1.95,40.0,,8.726,,,,1.022,1.0,,2012,Transit,Kepler,1,298.2520208,40.4960842,Super-Earth,2010–2015,False
Kepler-398 d,d,0.88,,,6.83437001,,,4557.0,0.67,0.72,,2016,Transit,Kepler,1,291.4688524,40.3437001,Earth-like,2016+,False
Kepler-97 b,b,1.64,,,2.5866272,1329.0,,5780.0,0.978,0.939,,2014,Transit,Kepler,1,287.3265292,48.6733443,Super-Earth,2010–2015,False
Kepler-1189 b,b,1.79,,,3.78858982,1276.0,627.37,5919.0,1.171,1.094,,2016,Transit,Kepler,1,298.4264116,47.9468194,Super-Earth,2016+,False
Kepler-1160 b,b,1.97,,,7.97034958,842.0,118.57,5782.0,0.822,0.902,,2016,Transit,Kepler,1,287.8793899,43.3640752,Super-Earth,2016+,False
KOI-351 c,c,1.19,,,8.719375,,,6080.0,1.2,1.2,,2013,Transit,Kepler,1,284.4334642,49.3051239,Earth-like,2010–2015,False
Kepler-221 c,c,2.93,,,5.690586,,,5243.0,0.821,,,2014,Transit,Kepler,1,296.6547477,46.8352242,Neptune-like,2010–2015,False
Kepler-168 b,b,1.54,,,4.42534621,1252.0,580.32,6251.0,1.119,1.089,,2014,Transit,Kepler,1,294.7101832,39.8250437,Super-Earth,2010–2015,False
TOI-858 B b,b,14.06727078,349.6112477,0.69,3.2797178,1529.0,908.9,5842.0,1.308,1.081,G0,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),1,60.1998256,-54.5929177,Gas Giant,2016+,False
Kepler-216 b,b,1.96,,,7.693491,1008.0,,6278.0,1.05,1.129,,2014,Transit,Kepler,1,293.7280695,46.1291139,Super-Earth,2010–2015,False
Kepler-320 b,b,1.05,,,8.37160502,1001.0,237.52,6412.0,1.04,1.084,,2014,Transit,Kepler,1,293.2135155,46.1751457,Earth-like,2010–2015,False
Kepler-845 b,b,1.79,,,0.927859786,1361.0,813.3,4815.0,0.699,0.799,,2016,Transit,Kepler,1,290.9576363,49.2037262,Super-Earth,2016+,False
K2-251 b,b,2.35,,,9.30075,437.0,,3717.0,0.49,0.52,,2018,Transit,K2,1,190.6892403,-8.5359826,Neptune-like,2016+,False
Kepler-1087 b,b,0.676,,,,,3496.493,5476.0,0.974,,,2016,Transit,Kepler,1,294.9789253,46.0056741,Earth-like,2016+,False
Kepler-947 b,b,3.123,,,,,51.95,5761.0,1.286,,,2016,Transit,Kepler,1,294.3667312,42.2526408,Neptune-like,2016+,False
Kepler-311 d,d,2.01,,,232.058029,316.0,2.36,5897.0,1.081,0.97,,2023,Transit,Kepler,1,282.0612731,47.0854984,Neptune-like,2016+,False
Kepler-794 b,b,1.61,,,11.13125132,884.0,144.38,5993.0,1.087,0.989,,2016,Transit,Kepler,1,288.1336793,38.9968923,Super-Earth,2016+,False
TOI-1444 b,b,1.41792246,3.58,6.84,0.4702743,2130.02,,5460.0,0.9105,0.9513,,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),1,305.4749252,70.9437054,Super-Earth,2016+,False
Kepler-366 c,c,3.009,,,12.51618164,,286.6,5938.0,1.739,1.088,,2014,Transit,Kepler,1,296.8520316,49.0844359,Neptune-like,2010–2015,False
Kepler-401 c,c,2.46,,,47.3183002,643.0,40.32,6347.0,1.373,1.051,,2014,Transit,Kepler,1,290.0827494,50.8634361,Neptune-like,2010–2015,False
Kepler-353 b,b,1.07,,,5.795,,21.85,3903.0,0.523,0.541,,2014,Transit,Kepler,1,296.8565596,41.7580749,Earth-like,2010–2015,False
Kepler-1686 b,b,1.16,,,9.30989826,913.0,164.38,5806.0,1.101,0.996,,2020,Transit,Kepler,1,291.6067189,42.0359783,Earth-like,2016+,False
Kepler-1280 b,b,1.87,,,66.5579057,,,6227.0,1.32,1.2,,2016,Transit,Kepler,1,293.5738933,45.3844919,Super-Earth,2016+,False
Kepler-182 b,b,2.94,,,9.82578435,,,6120.0,1.23,1.16,,2014,Transit,Kepler,1,289.8301128,50.5862025,Neptune-like,2010–2015,False
Kepler-1687 b,b,1.34,,,5.78,,,,,,,2020,Transit,Kepler,1,289.7428363,50.7870626,Super-Earth,2016+,False
Kepler-1994 b,b,0.55,,,4.61226344,1026.0,262.3,5461.0,0.924,0.824,,2023,Transit,Kepler,1,297.1487941,46.2969247,Earth-like,2016+,False
Kepler-1292 b,b,1.9,,,3.27646405,1198.0,486.72,5825.0,0.965,1.083,,2016,Transit,Kepler,1,284.9057222,43.9491434,Super-Earth,2016+,False
Kepler-1298 b,b,1.04,,,7.12811928,1261.0,597.75,6461.0,1.529,1.253,,2016,Transit,Kepler,1,284.4227535,49.1061907,Earth-like,2016+,False
Kepler-1864 b,b,0.59,,,3.88148385,1156.0,423.0,5854.0,0.979,1.03,,2021,Transit,Kepler,1,289.6867653,41.5889178,Earth-like,2016+,False
Kepler-1869 c,c,1.57,,,1.716831717,2124.0,4806.71,5895.0,2.014,1.241,,2023,Transit,Kepler,1,292.6149958,42.7643438,Super-Earth,2016+,False
Kepler-1315 b,b,1.7,,,0.843379985,1541.0,1329.99,4818.0,0.856,0.809,,2016,Transit,Kepler,1,295.8215678,46.0530562,Super-Earth,2016+,False
Kepler-187 c,c,2.58,,,10.64022272,910.0,161.98,5945.0,1.099,0.896,,2014,Transit,Kepler,1,299.7964955,44.0892448,Neptune-like,2010–2015,False
Kepler-720 b,b,10.6,,,4.708326451,1162.0,431.02,5560.0,1.21,0.94,,2016,Transit,Kepler,1,298.6356478,44.1709388,Gas Giant,2016+,False
Kepler-646 b,b,1.726,,,,,38.229,5334.0,0.833,,,2016,Transit,Kepler,1,290.4714596,44.3870422,Super-Earth,2016+,False
Kepler-103 b,b,3.257,,,15.96533687,,142.1,5886.0,1.487,1.134,,2014,Transit,Kepler,1,288.9845512,40.0644857,Neptune-like,2010–2015,False
Kepler-722 b,b,2.29,,,4.093602,1153.0,,6050.0,0.95,1.05,,2016,Transit,Kepler,1,290.2632874,44.5564051,Neptune-like,2016+,False
Kepler-1399 b,b,1.331,,,,,1707.252,6123.0,1.015,,,2016,Transit,Kepler,1,293.3116962,46.0416516,Super-Earth,2016+,False
Kepler-1100 b,b,1.75,,,6.42200058,,,6247.0,1.34,1.21,,2016,Transit,Kepler,1,291.8713535,44.0873907,Super-Earth,2016+,False
WASP-13 b,b,15.771063,158.915,,4.3530135,,,5989.0,,1.187,,2009,Transit,SuperWASP,1,140.1029654,33.8823291,Gas Giant,Pre-2010,False
OGLE-TR-56 b,b,13.4508,413.179,1.0,1.211909,2140.0,,6119.0,1.26,1.233,,2002,Transit,OGLE,1,269.1479583,-29.5392222,Gas Giant,Pre-2010,False
Kepler-549 c,c,2.99,,,117.040498,336.0,3.0,5467.0,0.856,0.839,,2016,Transit,Kepler,1,283.0228527,47.2611431,Neptune-like,2016+,False
Kepler-1223 b,b,1.31,,,16.301259,557.0,22.67,4875.0,0.795,0.838,,2016,Transit,Kepler,1,285.2956462,44.5527542,Super-Earth,2016+,False
Kepler-271 c,c,0.94,,,7.41084314,850.0,123.4,5528.0,0.853,0.838,,2014,Transit,Kepler,1,283.0029316,44.284108,Earth-like,2010–2015,False
Kepler-327 c,c,1.07,,,5.212275,589.0,,4042.0,0.523,0.547,,2014,Transit,Kepler,1,292.6422963,44.0876251,Earth-like,2010–2015,False
Kepler-133 b,b,2.381,,,,,408.58,5712.0,1.636,,,2014,Transit,Kepler,1,297.2778906,48.3203542,Neptune-like,2010–2015,False
Kepler-1857 b,b,1.5,,,8.94343618,946.0,188.93,6074.0,1.005,0.873,,2021,Transit,Kepler,1,296.4557129,39.598537,Super-Earth,2016+,False
K2-37 b,b,1.66,,,4.44118,,240.0,5512.0,0.87,0.9,,2016,Transit,K2,1,243.4509662,-24.7870527,Super-Earth,2016+,False
Kepler-1274 b,b,1.31,,,6.98152703,1398.0,902.05,6131.0,2.134,1.417,,2016,Transit,Kepler,1,284.5936858,46.4497364,Super-Earth,2016+,False
Kepler-356 c,c,1.81,,,13.121632,,,6133.0,1.335,,,2014,Transit,Kepler,1,292.4210998,37.6827919,Super-Earth,2010–2015,False
Kepler-729 b,b,3.82,,,3.166353562,1273.0,621.92,6007.0,0.998,1.072,,2016,Transit,Kepler,1,286.3600604,45.4142664,Neptune-like,2016+,False
Kepler-779 b,b,1.15,,,7.097028,525.0,,4018.0,0.517,0.541,,2016,Transit,Kepler,1,285.6285208,44.3107855,Earth-like,2016+,False
Kepler-126 b,b,1.54,,,10.49567752,1017.0,253.1,6239.0,1.358,1.188,,2014,Transit,Kepler,1,289.3473634,44.2084445,Super-Earth,2010–2015,False
TOI-5238 b,b,4.89644,,,4.8721904,1042.0,195.925,5430.5,1.02,,,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),1,223.3588909,68.859472,Neptune-like,2016+,False
Kepler-668 b,b,2.54,,,8.35390639,789.0,91.45,5592.0,0.782,0.856,,2016,Transit,Kepler,1,285.4992845,49.2772713,Neptune-like,2016+,False
Kepler-576 b,b,2.646,,,,,16.817,5262.0,0.885,,,2016,Transit,Kepler,1,295.1828896,38.6542028,Neptune-like,2016+,False
Kepler-1089 b,b,1.69,,,5.13,,,,,,,2016,Transit,Kepler,1,291.0926509,49.1901729,Super-Earth,2016+,False
EPIC 220674823 b,b,1.82,9.0,8.57,0.571336,2063.0,4293.0,5496.0,0.95,0.92,,2016,Transit,K2,1,13.0800239,10.7947051,Super-Earth,2016+,False
Kepler-145 c,c,4.32,,,42.88255,732.0,,6022.0,1.98,1.28,,2013,Transit,Kepler,1,291.3877397,44.5290465,Neptune-like,2010–2015,False
Kepler-1107 b,b,1.65,,,0.571038347,1897.0,3069.59,5132.0,0.886,0.82,,2016,Transit,Kepler,1,291.049934,39.141674,Super-Earth,2016+,False
Kepler-227 c,c,3.1,,,54.418464,492.0,13.86,5850.0,1.04,1.051,,2014,Transit,Kepler,1,291.9342748,48.141676,Neptune-like,2010–2015,False
Kepler-1898 b,b,0.74,,,4.76559,928.0,,5183.0,0.84,0.781,,2021,Transit,Kepler,1,287.2058009,38.4981903,Earth-like,2016+,False
Kepler-306 d,d,2.27,,,17.32668599,,,5011.0,0.74,0.81,,2014,Transit,Kepler,1,288.5387145,40.6160545,Neptune-like,2010–2015,False
TOI-1011 b,b,1.45,4.04,,2.470498,,,5475.0,0.92,0.91,,2025,Transit,Transiting Exoplanet Survey Satellite (TESS),1,113.9847611,-32.8419988,Super-Earth,2016+,False
Kepler-809 b,b,2.96,,,55.63934,478.0,12.33,5949.0,0.962,1.05,,2016,Transit,Kepler,1,289.0836324,48.0180689,Neptune-like,2016+,False
LTT 9779 b,b,12.9674,,,0.7920646,1571.0,1013.69,5422.0,0.98,,,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,358.6688767,-37.6282237,Gas Giant,2016+,False
Kepler-1859 b,b,1.29,,,2.72960336,1436.0,1005.86,6190.0,1.068,1.025,,2021,Transit,Kepler,1,293.9886751,46.7179996,Super-Earth,2016+,False
Kepler-1672 b,b,3.16,,,150.8779906,411.0,6.75,6192.0,1.23,0.936,,2020,Transit,Kepler,1,297.9400971,40.2785566,Neptune-like,2016+,False
Kepler-20 d,d,2.606,13.4,4.1,77.611455,430.0,5.71,5495.0,0.9164,0.929,,2011,Transit,Kepler,1,287.6979913,42.3385782,Neptune-like,2010–2015,False
Kepler-970 b,b,2.609,,,16.736525,,,4290.0,0.71,0.67,,2016,Transit,Kepler,1,289.6252192,40.7087351,Neptune-like,2016+,False
Kepler-105 c,c,1.445,,,7.12594591,,224.4,5933.0,1.026,0.991,,2014,Transit,Kepler,1,287.8872376,46.2761224,Super-Earth,2010–2015,False
Kepler-336 d,d,1.66,,,20.67879355,651.0,42.43,6029.0,0.865,0.938,,2014,Transit,Kepler,1,290.2376224,41.3313637,Super-Earth,2010–2015,False
Kepler-26 c,c,2.72,6.2,1.61,17.2559,,4.82,3914.0,0.512,0.544,,2011,Transit,Kepler,1,284.9410627,46.5664505,Neptune-like,2010–2015,False
Kepler-996 b,b,1.48,,,3.770590584,1132.0,387.85,6057.0,0.829,0.922,,2016,Transit,Kepler,1,291.9127633,41.5335891,Super-Earth,2016+,False
Kepler-102 d,d,1.17,2.6,,10.312,,,,0.755,0.73,,2014,Transit,Kepler,1,281.4824731,47.2078263,Earth-like,2010–2015,False
Kepler-351 c,c,3.19,,,57.24809,,,5643.0,0.854,,,2014,Transit,Kepler,1,286.4527949,42.6577891,Neptune-like,2010–2015,False
Kepler-1035 b,b,1.876,,,,,1180.064,5737.0,1.345,,,2016,Transit,Kepler,1,289.042243,42.8824991,Super-Earth,2016+,False
Kepler-1005 b,b,1.52,,,6.49801525,1027.0,262.88,5718.0,1.099,0.921,,2016,Transit,Kepler,1,286.2858998,43.3205085,Super-Earth,2016+,False
Kepler-580 b,b,2.13,,,8.22248,543.0,,4270.0,0.557,0.586,,2016,Transit,Kepler,1,283.4997537,40.5528053,Neptune-like,2016+,False
Kepler-79 b,b,3.439,,,,,205.404,6389.0,1.343,,,2012,Transit,Kepler,1,300.5171067,44.3815508,Neptune-like,2010–2015,False
Kepler-1914 b,b,2.9429803,,,30.82789993,,,5982.0,0.96,1.047,,2021,Transit,Kepler,1,291.4314024,38.6543635,Neptune-like,2016+,False
Kepler-428 b,b,11.87,,,3.525632561,955.0,196.91,5071.0,0.788,0.861,,2014,Transit,Kepler,1,290.5817432,40.5773106,Gas Giant,2010–2015,False
Kepler-1463 b,b,1.83,,,25.15864,619.0,34.7,5973.0,0.935,1.024,,2016,Transit,Kepler,1,294.4872785,42.0069064,Super-Earth,2016+,False
Kepler-222 c,c,4.4,,,10.088813,694.0,,5342.0,0.76,0.857,,2014,Transit,Kepler,1,287.9060885,46.9377479,Neptune-like,2010–2015,False
Kepler-587 b,b,2.16,,,10.94027841,767.0,81.96,5757.0,0.872,0.968,,2016,Transit,Kepler,1,288.6706571,47.3991249,Neptune-like,2016+,False
TOI-1716.01,b,2.72432,,,8.082354,959.0,140.474,5878.6,1.24,,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,105.0833291,56.8241941,Neptune-like,2016+,False
Kepler-339 b,b,1.58,,,4.977671,956.0,,5639.0,0.83,0.934,,2014,Transit,Kepler,1,293.351701,48.4445922,Super-Earth,2010–2015,False
TOI-5301 b,b,12.1366,,,5.8588751,1268.0,429.794,6418.0,2.31,,,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),1,12.9908008,13.0783712,Gas Giant,2016+,False
Kepler-52 b,b,2.33,,,7.87740709,500.0,14.76,3898.0,0.54,0.56,,2012,Transit,Kepler,1,286.7380152,49.9757383,Neptune-like,2010–2015,False
Kepler-134 b,b,2.58,,,5.317435416,1306.0,687.55,6068.0,1.533,1.263,,2014,Transit,Kepler,1,284.7391156,49.5984448,Neptune-like,2010–2015,False
Kepler-366 b,b,1.48,,,3.28192091,1318.0,714.01,6210.0,1.033,1.093,,2014,Transit,Kepler,1,296.8520316,49.0844359,Super-Earth,2010–2015,False
Kepler-1426 b,b,1.52,,,14.2563227,794.0,94.11,6131.0,1.024,1.094,,2016,Transit,Kepler,1,292.5457096,49.4168981,Super-Earth,2016+,False
WASP-127 b,b,14.694999,52.346601,0.097,4.17806203,,,,1.333,0.95,,2016,Transit,SuperWASP,1,160.5587646,-3.8349989,Gas Giant,2016+,False
Kepler-1132 b,b,2.5,,,62.8917493,384.0,5.13,5052.0,0.855,0.805,,2016,Transit,Kepler,1,286.3675188,48.4238906,Neptune-like,2016+,False
Kepler-349 c,c,1.97,,,12.24764145,775.0,85.38,5941.0,0.911,1.001,,2014,Transit,Kepler,1,293.6764689,44.6155972,Super-Earth,2010–2015,False
Kepler-1245 b,b,1.56,,,4.35409304,1043.0,279.53,5455.0,0.909,0.795,,2016,Transit,Kepler,1,290.7443078,43.260753,Super-Earth,2016+,False
Kepler-244 d,d,2.78,,,20.05040157,591.0,28.78,5565.0,0.802,0.879,,2014,Transit,Kepler,1,287.242641,42.3014185,Neptune-like,2010–2015,False
Kepler-53 d,d,2.12,,,9.751962,,,6085.0,0.958,,,2014,Transit,Kepler,1,290.4617926,40.5624966,Neptune-like,2010–2015,False
Kepler-220 e,e,1.32,,,45.9027566,362.0,4.04,4709.0,0.685,0.731,,2014,Transit,Kepler,1,291.5060432,46.8956262,Super-Earth,2010–2015,False
Kepler-382 b,b,1.32,,,5.262155,,,5600.0,0.945,,,2014,Transit,Kepler,1,299.1362435,45.8699582,Super-Earth,2010–2015,False
Kepler-348 c,c,1.171,,,17.2654644,,133.4,6421.0,1.296,1.189,,2014,Transit,Kepler,1,297.2550814,40.5483883,Earth-like,2010–2015,False
Kepler-603 c,c,6.5,,,127.9075774,,,5808.0,1.01,1.01,,2016,Transit,Kepler,1,294.2809679,42.2909295,Gas Giant,2016+,False
Kepler-946 b,b,1.93,,,11.79162572,,,5665.0,0.93,0.94,,2016,Transit,Kepler,1,300.9295551,44.028671,Super-Earth,2016+,False
Kepler-705 b,b,1.96,,,56.0560538,229.0,0.64,3593.0,0.47,0.49,,2016,Transit,Kepler,1,289.5085612,41.8120234,Super-Earth,2016+,True
CoRoT-1 b,b,15.91678,340.0781,0.44,1.508976552,1834.0,,5950.0,,,,2008,Transit,CoRoT,1,102.0798591,-3.1021394,Gas Giant,Pre-2010,False
Kepler-26 b,b,3.25,,,12.282999719,,,4097.0,0.6,0.62,,2011,Transit,Kepler,1,284.9410627,46.5664505,Neptune-like,2010–2015,False
Kepler-857 b,b,6.31,,,85.3514875,390.0,5.44,5584.0,0.938,0.966,,2016,Transit,Kepler,1,294.6323978,43.4004526,Gas Giant,2016+,False
TOI-5340 b,b,15.07607904,270.15414595,0.43,4.9394392,1566.0,1004.0,5990.0,1.842,1.35,,2025,Transit,Transiting Exoplanet Survey Satellite (TESS),1,59.3094816,22.3783373,Gas Giant,2016+,False
Kepler-597 b,b,2.5,,,13.023636,743.0,,5870.0,0.89,0.998,,2016,Transit,Kepler,1,293.4700919,39.2528182,Neptune-like,2016+,False
Kepler-677 b,b,5.38,,,6.57531678,1015.0,251.38,5992.0,0.989,0.927,,2016,Transit,Kepler,1,290.0980478,50.3215731,Neptune-like,2016+,False
TOI-540 b,b,0.903,,,1.2391491,611.0,23.4,3216.0,0.1895,0.159,M V,2020,Transit,Transiting Exoplanet Survey Satellite (TESS),1,76.3096949,-47.9375391,Earth-like,2016+,False
Kepler-306 d,d,2.57,,,17.32668599,600.0,30.63,5219.0,0.851,0.871,,2014,Transit,Kepler,1,288.5387145,40.6160545,Neptune-like,2010–2015,False
Kepler-318 c,c,3.034,,,11.8150013,,93.3,5873.0,0.972,1.073,,2014,Transit,Kepler,1,298.4828337,46.7936357,Neptune-like,2010–2015,False
HAT-P-14 b,b,14.3694,,,4.627664,1581.0,1038.78,6727.6,1.55,,,2010,Transit,HATNet,1,260.1161719,38.2421682,Gas Giant,2010–2015,False
Kepler-1017 b,b,3.08,,,7.23400469,1047.0,284.24,5579.0,1.329,1.008,,2016,Transit,Kepler,1,283.469299,40.1325185,Neptune-like,2016+,False
HD 149026 b,b,9.113,116.957,0.85,2.8758911,,,6160.0,1.541,1.345,,2005,Radial Velocity,Subaru Telescope,1,247.6229827,38.3475349,Gas Giant,Pre-2010,False
Kepler-1047 b,b,1.79,,,56.1886887,468.0,11.39,5798.0,0.958,0.98,,2016,Transit,Kepler,1,288.6462564,50.7889645,Super-Earth,2016+,False
Kepler-1283 b,b,1.29,,,12.9460978,764.0,80.34,6058.0,0.867,0.95,,2016,Transit,Kepler,1,295.4623336,40.7769335,Super-Earth,2016+,False
K2-32 b,b,5.17103245,,,8.991942,,,5415.0,0.839164,0.915819,,2016,Transit,K2,1,252.426008,-19.5430504,Neptune-like,2016+,False
Kepler-210 c,c,3.7927661,,,7.97266437122,607.65,32.221,4564.61,0.637495,,,2014,Transit,Kepler,1,292.5034196,43.0832188,Neptune-like,2010–2015,False
Kepler-142 d,d,1.43,,,41.8087668,587.0,27.98,5726.0,1.243,0.933,,2014,Transit,Kepler,1,295.1190067,48.4813635,Super-Earth,2010–2015,False
Kepler-1130 d,d,0.65,,,4.27225316,993.0,229.76,5406.0,0.879,0.947,,2021,Transit,Kepler,1,285.207421,45.384333,Earth-like,2016+,False
KOI-94 c,c,4.22,,,10.423707,1058.0,,6184.0,1.52,1.278,,2013,Transit,Kepler,1,297.3330716,41.8911186,Neptune-like,2010–2015,False
