pl_name,pl_rade,pl_orbper,sy_snum,sy_pnum,disc_year
Kepler-547 b,4.02,6.010384289,1,1,2016
WASP-3 b,14.5,1.846835,3,1,2007
Kepler-570 b,2.36,4.301662003,1,1,2016
Kepler-276 c,3.15,31.8841569,1,3,2013
HAT-P-2 b,11.242627,5.63332,1,2,2007
Kepler-1360 b,3.4,40.5286413,1,1,2016
KELT-18 b,18.1267,2.8716983,2,1,2017
Kepler-100 b,1.31,6.88706037,1,4,2014
Kepler-794 b,2.06,11.13127159,1,1,2016
Kepler-575 b,2.436,,1,1,2016
XO-4 b,15.02006,4.1250823,1,1,2010
Kepler-345 c,1.22,9.38742889,1,2,2014
Kepler-53 b,2.9,18.64929678,1,3,2012
Kepler-411 b,1.94,3.005155704,2,4,2013
Kepler-1721 b,2.57,4.592390839,1,1,2021
Kepler-240 c,2.3,7.95355717,1,2,2014
K2-75 c,2.62624197,18.286069,1,2,2016
Kepler-1924 b,1.91,15.3317719,1,1,2021
Kepler-442 b,1.59,112.306839,1,1,2015
Kepler-107 e,3.45,14.749049,1,4,2014
Kepler-280 b,1.42,2.139556503,1,2,2014
Kepler-65 c,2.571,5.8599408,1,4,2012
WASP-3 b,15.871944,1.8468351,3,1,2007
Kepler-149 b,4.14,29.1989838,1,3,2014
Kepler-1995 b,4.6170001,73.75779724,1,1,2023
Kepler-75 b,12.384,8.88492268,1,1,2013
Kepler-1333 b,2.81,109.6471842,1,1,2016
Kepler-294 c,2.71,6.6264,1,2,2014
Kepler-589 b,2.52,16.54964934,1,2,2016
Kepler-257 d,5.67,24.66459711,1,3,2014
Kepler-52 b,2.33,7.87740709,1,3,2012
Kepler-994 b,1.42,1.15,1,1,2016
Kepler-980 b,2.15,11.551282,1,1,2016
Kepler-251 d,3.003,,1,4,2014
TOI-2145 b,12.2521,10.2611329,1,1,2023
Kepler-1986 b,2.95000005,19.54929924,1,1,2023
Kepler-827 b,5.14,51.92927591,1,1,2016
Kepler-845 b,1.46,0.9278551,1,1,2016
Kepler-362 c,1.91,37.8658982,1,2,2014
TOI-332 b,3.28324,0.77685,1,1,2023
Kepler-435 b,9.45,8.600153301,1,1,2015
Kepler-24 d,1.6,4.24437621,1,4,2014
HAT-P-46 b,13.39344025,4.46266465618,1,1,2014
Kepler-98 b,1.88,1.541676547,1,1,2014
Kepler-103 c,5.724,,1,2,2014
Kepler-171 c,3.44,11.4634736,1,3,2014
Kepler-49 c,2.13,10.91274065,1,4,2012
Kepler-655 b,2.71,46.4063358,1,1,2016
Kepler-464 b,3.691,,1,1,2016
Kepler-296 b,0.94,3.621457,2,5,2014
Kepler-953 c,1.16,9.10967112,1,2,2016
Kepler-161 b,2.07,4.921354681,1,2,2014
Kepler-714 b,9.19,8.098887986,1,1,2016
Kepler-855 b,8.35,7.886631104,1,1,2016
Kepler-1017 b,1.838,,1,1,2016
K2-409 b,2.482,1.908084,1,1,2022
Kepler-114 b,1.18,5.188548,1,3,2014
Kepler-450 c,2.552,15.41308581,1,3,2015
Kepler-1776 b,2.2,35.01198785,1,1,2021
KOI-3503 b,0.79,21.1876185,1,2,2021
Kepler-1369 b,2.88,25.8730914,1,1,2016
TOI-3523 A b,15.9727975,2.30458952,3,1,2025
Kepler-375 c,3.06,,1,2,2014
Kepler-1579 b,0.59,0.849907889,1,1,2016
Kepler-275 d,3.02,35.6757453,1,3,2014
Kepler-1256 b,1.37,12.41301,1,1,2016
TOI-2641 b,9.73548966,4.88096396158,1,1,2023
K2-95 b,1.92,10.13446,1,1,2016
TOI-1136 e,2.639,18.7992,1,6,2022
Kepler-1850 b,0.54,1.385785956,1,1,2021
Kepler-92 b,3.868,,1,3,2013
Kepler-1402 b,0.68,2.033876,1,1,2016
K2-172 b,1.66608079,14.316941,1,2,2018
Kepler-1824 b,2.47,95.609845,1,1,2021
Kepler-93 b,1.5,4.72674,1,2,2014
Kepler-554 b,3.92,1.902208556,1,1,2016
Kepler-79 e,3.414,81.063633,1,4,2014
Kepler-360 b,1.62,3.289722169,1,2,2014
Kepler-235 b,2.323,,1,4,2014
K2-155 b,1.8,6.342,1,3,2018
Kepler-679 b,2.69,12.39358604,1,1,2016
Kepler-1764 b,3.46,70.468171,1,1,2021
TOI-849 b,3.64,0.765548,1,1,2020
Kepler-1625 b,11.831,,1,1,2016
TOI-5110 b,11.98240037,30.158577,1,1,2024
Kepler-1517 b,9.76,5.546083665,1,1,2016
Kepler-1958 b,1.65,9.32867332,1,1,2021
Kepler-1882 b,1.169,13.7872576,1,1,2021
Kepler-1461 b,1.917,,1,1,2016
Kepler-1303 b,1.42,7.56127224,1,1,2016
Wendelstein-1 b,11.5609626,2.663416,1,1,2020
EPIC 201615463 c,1.22,3.80464,1,2,2019
Kepler-147 c,2.63,33.4160034,1,2,2014
Kepler-377 c,2.0,27.0141783,1,2,2014
Kepler-437 b,1.5,66.6505482,1,1,2015
Kepler-53 c,4.163,,1,3,2012
Kepler-97 b,1.6,2.586638081,1,2,2014
Kepler-1685 b,3.07,20.4904029,1,1,2020
Kepler-1823 b,1.56,21.1033014,1,1,2021
Kepler-1071 b,2.425,,1,1,2016
Kepler-1546 b,3.286,,1,1,2016
Kepler-296 c,0.84,5.842,2,5,2014
WASP-78 b,19.055,2.17517632,1,1,2012
Kepler-641 b,2.961,,1,1,2016
Kepler-189 c,2.95,20.13488968,1,2,2014
Kepler-232 b,3.505,,1,2,2014
Kepler-1812 b,2.31,7.16520428,1,1,2021
Kepler-999 b,2.5,5.991849,1,1,2016
WASP-124 b,14.201803,3.372877,1,1,2016
Kepler-1500 b,1.08,15.0330105,1,1,2016
Kepler-600 b,2.89,,1,1,2016
Kepler-329 c,2.25,18.6848057,1,2,2014
Kepler-374 b,1.04,1.897834018,1,3,2014
Kepler-1142 b,1.16,18.30216,1,1,2016
Kepler-783 c,2.55,7.053936122,1,2,2020
Kepler-74 b,10.76,7.340711,1,1,2013
Kepler-245 c,2.26,17.46085263,1,4,2014
Kepler-1452 b,1.63,42.913751,1,1,2016
Kepler-1543 b,2.22,6.96710269,1,1,2016
Kepler-958 b,2.51,9.7678805,1,1,2016
Kepler-1595 b,1.22,4.56383697,1,1,2016
K2-110 b,2.55,13.8636,1,1,2017
WASP-107 b,12.8433,5.72226,1,2,2017
Kepler-1167 b,1.7,1.003933739,1,1,2016
Kepler-1101 b,2.22,81.3151059,1,1,2016
Kepler-1940 b,1.4,4.95062352,1,1,2021
Kepler-391 b,3.36,7.41683033,1,2,2014
Kepler-1316 b,3.54,87.9732136,1,1,2016
K2-136 c,3.03,17.3077,2,3,2017
K2-171 b,2.68657205,5.628466,1,1,2018
TOI-277 b,4.25566447,3.99344182705,1,1,2022
Kepler-444 e,0.5,7.743,3,5,2015
Kepler-939 b,1.75,14.878296,1,1,2016
Kepler-1778 b,3.6,10.087508,1,1,2021
Kepler-385 c,3.3,15.1622735,1,3,2014
Kepler-224 b,1.489,3.132951625,1,4,2014
Kepler-199 b,2.96,23.64219092,1,2,2014
TOI-451 c,3.1,9.192522,2,3,2020
Kepler-303 b,0.95,1.93703537,1,2,2014
Kepler-22 b,2.17,289.864456,1,1,2011
Kepler-196 d,5.92,122.0799221,1,3,2021
TOI-2196 b,3.50302447,1.19539683681,1,1,2022
Kepler-154 e,1.5,3.93276465,1,5,2016
TOI-1836 c,2.59987579,1.7727471,1,2,2024
Kepler-626 b,2.17,14.48585199,1,1,2016
Kepler-616 c,3.41,90.4113556,1,3,2016
Kepler-1312 c,0.84,1.116128999,1,2,2021
OGLE-TR-111 b,11.209,4.0161,1,1,2004
K2-111 b,1.82,5.3518,1,2,2017
Kepler-1991 c,2.57,22.79020351,1,2,2023
Kepler-763 b,1.25,1.196548464,1,3,2016
Kepler-325 c,2.54,12.762172,1,3,2014
Kepler-296 d,2.28,19.850242,2,5,2014
Kepler-912 b,2.05,2.534773,1,1,2016
Kepler-613 b,2.29,15.77979614,1,1,2016
K2-184 b,1.4,16.996,1,1,2018
Kepler-435 b,7.47,8.600153301,1,1,2015
Kepler-1982 b,0.859,3.82316376,1,1,2023
Kepler-685 b,9.73,1.625522174,1,1,2016
Kepler-1133 b,1.97,11.55562343,1,1,2016
Kepler-1197 b,1.12,2.032318856,1,1,2016
Kepler-956 b,2.589,5.248672631,1,1,2016
K2-32 b,5.299,8.992,2,4,2016
Kepler-1877 b,0.47,2.3775217,1,1,2021
TOI-2416 b,9.86390302,8.275479,1,1,2023
Kepler-55 d,1.59,2.2111068,1,5,2014
Kepler-149 c,1.66,55.3285813,1,3,2014
Kepler-160 c,3.61,13.699087,1,3,2014
Kepler-152 b,3.09,18.20795693,1,2,2014
Kepler-1733 b,2.31,9.22958009,1,1,2021
Kepler-296 b,35.38,10.86443187,2,5,2014
Kepler-1115 b,2.17,23.5540725,1,1,2016
Kepler-196 d,2.92,122.0804953,1,3,2021
Kepler-841 b,4.67,124.4198398,1,1,2016
K2-38 c,2.83,10.56131,1,2,2016
Kepler-1057 b,2.66,14.08826442,1,1,2016
K2-100 b,3.45,1.6739024,1,1,2016
KOI-351 h,10.01,331.6011081,1,8,2013
Kepler-868 b,2.04,5.03251791,1,1,2016
K2-187 c,1.8,2.872042,1,4,2018
Kepler-29 c,2.78,13.28689997,1,2,2011
HATS-61 b,9.95177,7.8181434,1,1,2018
Kepler-1400 b,1.62,9.06689421,1,1,2016
Kepler-1885 b,23.18,2.522588632,1,1,2021
Kepler-602 b,2.7,15.28467725,1,1,2016
K2-62 b,2.18,6.6717686,1,2,2016
TOI-2019 b,3.99579,15.3468182,1,1,2024
Kepler-213 b,1.21,2.462342175,1,2,2014
Kepler-1907 b,0.86973029,5.652450085,1,2,2021
Kepler-323 c,2.04,3.553801,1,2,2014
Kepler-138 d,1.52,23.08901839,1,4,2014
Kepler-535 b,2.35,4.903349,1,1,2016
Kepler-838 b,2.85,15.74957994,1,1,2016
Kepler-270 b,1.92,11.4761013,1,2,2014
Kepler-1341 b,1.93,132.9955,2,1,2016
Kepler-1542 d,0.87,5.99273738,1,4,2016
Kepler-963 b,2.89,9.97683705,1,2,2016
Kepler-1909 b,1.09217411,2.391609907,1,1,2021
Kepler-18 d,5.112,14.85891269,1,3,2011
Kepler-1477 b,1.18,11.55530021,1,1,2016
Kepler-402 d,1.26,8.9211602,1,4,2014
TOI-1634 b,1.79,0.989343,2,2,2021
TOI-2524 b,13.1612,7.18580291998,1,1,2023
Kepler-283 c,2.311,,1,2,2014
Kepler-56 c,10.89,21.4054901,1,3,2012
Kepler-1820 b,2.7,31.032699,1,1,2021
K2-338 b,1.073,3.85064,1,1,2021
TOI-5388.01,1.89426,2.594675,1,1,2024
Kepler-1907 b,1.05,5.65245733,1,2,2021
Kepler-355 b,1.648,,1,2,2014
Kepler-1518 c,3.33,9.630953,1,2,2023
HATS-56 b,17.0257,4.3247708,1,1,2019
Kepler-1432 b,2.22,23.9109011,1,1,2016
Kepler-510 b,2.53,19.55659418,1,1,2016
Kepler-1270 b,2.872,,1,1,2016
Kepler-339 b,1.46,4.97761996,1,3,2014
HATS-10 b,10.861521,3.312846,1,1,2015
Kepler-11 f,2.52,46.6856205,1,6,2010
Kepler-304 c,2.8,5.315953474,1,4,2014
Kepler-746 b,1.36,3.481538,1,1,2016
Kepler-28 c,1.94,8.98584768,1,2,2011
Kepler-778 b,1.72,3.75574426,1,1,2016
Kepler-1626 b,1.599,,1,1,2016
K2-265 b,1.70824866,2.36902,2,1,2018
XO-2 N b,11.029656,2.615864,2,3,2007
Kepler-417 b,2.222,,1,2,2014
Kepler-715 b,3.52,10.00653012,1,1,2016
Kepler-1133 b,1.8,11.5556,1,1,2016
Kepler-1730 b,4.56,13.81020318,1,1,2021
Kepler-1946 b,3163.54,3.035208688,1,1,2021
KELT-1 b,12.442,1.217514,1,1,2012
Kepler-403 b,1.09,7.03144308,1,3,2014
Kepler-783 c,3.2,7.053943,1,2,2020
Kepler-393 b,1.31,9.18247194,1,2,2014
Kepler-310 c,3.273,56.476167,1,3,2014
Kepler-1410 b,1.56,60.866168,1,1,2016
Kepler-116 b,2.78,5.968717469,1,2,2014
Kepler-1726 b,2.082,18.39628156,1,1,2021
K2-379 b,2.181,8.777247,1,1,2022
Kepler-1315 b,1.3,0.8433802,1,2,2016
Kepler-1243 b,1.64,16.8320729,1,1,2016
Kepler-115 c,2.31,8.99088871,1,2,2014
Kepler-256 b,1.363,1.620467836,1,4,2014
Kepler-24 b,3.11,8.14511872,1,4,2011
Kepler-606 b,2.78,24.31575992,1,1,2016
Kepler-380 c,1.27,7.630004,1,2,2014
Kepler-764 b,1.52,7.33685101,1,1,2016
Kepler-223 d,3.8,14.787,1,4,2014
Kepler-1956 b,1.08940238,5.943719864,1,1,2021
Kepler-634 b,1.61,5.16950177,1,1,2016
TOI-1420 b,12.09082297,6.95611336692,1,1,2023
K2-11 b,2.47,39.863566,1,1,2015
Kepler-80 d,1.3,3.072146607,1,6,2014
Kepler-1805 b,1.27,8.85,1,1,2021
LHS 1140 c,1.272,3.77794,1,2,2018
Kepler-1081 b,0.994,3.856918547,1,1,2016
Qatar-4 b,12.01577663,1.80537598368,1,1,2017
Kepler-155 b,2.43,5.931192939,1,2,2014
Kepler-288 d,2.67,56.633742,1,3,2014
Kepler-882 b,1.158,,1,1,2016
Kepler-1484 b,2.3,30.4549136,1,1,2016
Kepler-100 b,1.3,6.88707073,1,4,2014
Kepler-839 b,3.04,37.8145252,1,1,2016
Kepler-1382 b,1.08,16.3583055,1,1,2016
Kepler-1987 e,1.99,8.74287133,1,4,2023
Kepler-981 b,2.27,4.469757736,1,1,2016
Kepler-537 b,1.378,,1,1,2016
Kepler-39 b,13.89916,21.08721,1,1,2011
Kepler-7 b,18.483641,4.8854886,1,1,2009
Kepler-1696 b,2.35,65.941326,1,1,2020
HATS-3 b,14.581841,3.547854,1,1,2013
Kepler-1641 b,3.92,19.672266,1,2,2016
Kepler-186 c,1.23,7.26730117,1,5,2014
Kepler-439 b,2.61,178.140456,1,1,2015
Kepler-218 d,2.69,124.5245224,1,3,2016
Kepler-864 b,2.81,5.83376092,1,2,2016
Kepler-260 c,1.74,76.050178,1,2,2014
EPIC 201841433 b,1.41,4.16888,1,1,2019
HAT-P-29 b,12.408363,5.72339,2,1,2011
Kepler-466 c,1.25,3.709213846,1,2,2016
Kepler-214 c,2.04,28.77957,1,2,2014
Kepler-411 c,3.238,7.834427877,2,4,2016
Kepler-212 c,2.06,31.80474045,1,2,2014
Kepler-1509 b,1.91,25.4338197,1,1,2016
K2-258 b,3.0,19.0921,1,1,2018
Kepler-396 c,6.07,88.5112563,1,2,2013
KOI-94 b,1.638,3.743175556,2,4,2013
Kepler-1691 b,1.74,3.8482213,1,1,2020
WASP-107 b,10.626132,5.7214742,1,2,2017
Kepler-1236 b,2.14,31.0571618,1,1,2016
Kepler-624 b,2.11,14.586675,1,1,2016
Kepler-345 b,0.69,7.41538,1,2,2014
HAT-P-22 b,12.106,3.21222,2,1,2010
K2-38 b,1.90553,4.01593,1,2,2016
Kepler-1587 b,1.32,9.4060467,1,1,2016
Kepler-1221 b,1.47,12.00089667,1,1,2016
Kepler-116 c,2.12,13.07162,1,2,2014
Kepler-717 b,5.733,,1,1,2016
Kepler-426 b,10.55297726,3.2175184283,1,1,2014
Kepler-105 c,1.31,7.1262,1,2,2014
Kepler-920 c,3.8,100.8274113,1,2,2016
Kepler-205 c,1.29,20.30655662,1,2,2014
Kepler-326 b,2.55,2.248288538,1,3,2014
Kepler-411 d,3.376,58.0192007,2,4,2018
Kepler-860 b,2.91,5.101379454,1,1,2016
Kepler-1295 b,1.5,3.81371974,1,1,2016
Kepler-1119 b,1.69,8.32649,1,1,2016
Kepler-538 b,2.13,81.73780699,2,1,2016
Kepler-867 b,3.79,150.242127,1,1,2016
KOI-217 b,14.54994306,3.90512604052,1,1,2010
Kepler-65 d,1.52,8.13123,1,4,2012
K2-115 b,10.4386,20.2730282,1,1,2017
K2-229 b,1.164,0.584249,1,2,2018
Kepler-344 c,2.861,125.602302,1,2,2014
Kepler-825 b,1.53,3.77360059,1,2,2016
WASP-67 b,14.10377302,4.61444783554,1,1,2012
Kepler-20 e,0.82,6.09853672,2,6,2011
PH2 b,9.33708092,282.52542,1,1,2013
Kepler-729 b,3.5,3.1663528,1,1,2016
HD 207897 b,2.34302132,16.20166,1,1,2021
Kepler-1875 b,2.4,34.45781,1,1,2021
Kepler-790 b,2.14,13.73469807,1,1,2016
Kepler-555 b,2.22,16.21775407,1,1,2016
Kepler-227 c,3.1,54.418464,1,2,2014
NGTS-27 b,13.6938,3.3704313,1,1,2024
Kepler-675 b,2.34,2.337437946,1,1,2016
Kepler-491 b,8.92,4.225384512,1,1,2016
Kepler-607 b,0.919,0.638163204,1,2,2016
Kepler-311 c,1.48,19.7383913,1,3,2014
Kepler-1542 b,0.95,3.95116882,1,4,2016
Kepler-1953 b,1.11,6.24563503,1,1,2021
Kepler-74 b,14.19,7.340714746,1,1,2013
Kepler-1441 b,1.31,39.4419839,1,1,2016
Kepler-1439 b,1.766,,1,1,2016
Kepler-991 b,2.29,82.5342519,1,1,2016
Kepler-128 c,1.34,22.804,1,2,2013
Kepler-1792 b,3.03,4.195775379,1,1,2021
Kepler-203 b,2.48,3.162691238,1,3,2014
Kepler-124 c,2.2,13.82142084,1,3,2014
Kepler-324 b,1.11,4.38536461,1,4,2014
MASCARA-1 b,16.8135,2.14878,1,1,2017
Kepler-161 b,2.099,4.921354681,1,2,2014
Kepler-1033 b,2.57,7.56052806,1,1,2016
Kepler-499 b,2.17,5.632528453,1,1,2016
Kepler-389 c,2.08,14.5123622,1,2,2014
WASP-145 A b,10.50455992,1.76901210453,2,1,2018
Kepler-702 b,8.24,10.526294577,1,1,2016
K2-223 b,0.89,0.50565,1,2,2018
Kepler-834 b,1.35,13.32388301,1,1,2016
Kepler-144 b,1.33,5.885221,1,2,2014
Kepler-1946 b,3163.54,3.035208688,1,1,2021
Kepler-83 b,2.714,,2,3,2012
K2-197 b,2.56,8.357881,1,1,2018
Kepler-12 b,17.13,4.43796303,1,1,2011
Kepler-1373 b,1.718,,1,1,2016
Kepler-1616 b,0.88,6.76284377,1,1,2016
TOI-6000 b,0.94,0.448959,1,1,2025
WASP-54 b,18.528,3.6936411,2,1,2012
Kepler-1427 b,1.09,0.968972376,1,1,2016
Kepler-1823 b,1.72,21.10325899,1,1,2021
Kepler-153 c,2.8,46.90191,1,2,2014
K2-176 b,1.49090097,5.329439,1,1,2018
SWEEPS-11 b,12.666,1.796,1,1,2006
HAT-P-32 b,20.63649443,2.14999072037,2,1,2011
Kepler-1212 b,1.77,12.94130146,1,1,2016
Kepler-1098 b,1.24,2.543066,1,1,2016
TOI-1801 b,1.98891,10.6439385,2,1,2023
Kepler-820 b,6.09,127.8338098,1,1,2016
Kepler-223 b,1.64,7.38402,1,4,2014
K2-172 b,1.8,14.317001,1,2,2018
TOI-1130 c,13.32,8.350231,1,2,2020
Kepler-237 c,2.27,8.10361363,1,2,2014
Kepler-1738 b,2.33,7.67465618,1,1,2021
Kepler-220 c,1.628,9.034195469,1,4,2014
TOI-1443 b,2.11441,23.5407467,1,1,2024
Kepler-902 b,3.252,,1,1,2016
Kepler-32 c,2.08,8.75245953,1,5,2011
K2-263 b,2.16538589,50.819331,1,1,2018
Kepler-1321 d,3.08,5.72087524,1,3,2021
Kepler-184 c,1.97,20.303005,1,3,2014
Kepler-683 b,1.992,,1,1,2016
Kepler-774 b,2.49,11.0895723,1,1,2016
Kepler-381 c,0.992,13.39152873,1,3,2014
Kepler-923 b,1.28,6.93366476,1,1,2016
TOI-1346 c,2.70497972,5.50255772451,1,2,2025
Kepler-744 b,1.515,12.06222443,1,1,2016
Kepler-1183 b,4.222,,1,1,2016
Kepler-1824 b,2.37,95.6114617,1,1,2021
Kepler-821 b,1.25,1.92279873,1,1,2016
Kepler-1388 b,2.23,12.2854603,1,4,2016
Kepler-114 c,1.7,8.041331208,1,3,2013
Kepler-1595 b,1.23,4.56380468,1,1,2016
Kepler-1164 b,1.05,3.976032,1,1,2016
KOI-351 d,2.87,59.73667,1,8,2013
Kepler-1373 b,0.87,1.29123275,1,1,2016
Kepler-263 b,2.54,16.56806842,1,2,2014
TOI-4860 b,8.7,1.5227591,1,1,2023
Kepler-1257 b,1.55,2.668313762,1,1,2016
Kepler-660 b,2.52,9.27358194,1,1,2016
TOI-4010 d,6.54717871,14.70916624006,1,4,2023
Kepler-1393 b,0.7,2.44357812,1,1,2016
K2-282 b,2.82,4.169836,1,2,2018
K2-113 b,12.55,5.817649,1,1,2017
WASP-95 b,13.78707,2.18467,1,1,2014
Kepler-1083 b,3.36,33.4177993,1,1,2016
Kepler-932 b,1.32,1.9214304,1,1,2016
Kepler-714 b,8.2,8.0988814,1,1,2016
KOI-3680 b,11.559,141.24164672,1,1,2018
Kepler-143 b,2.99,16.00747237,1,2,2014
Kepler-667 b,4.73,41.43962808,1,1,2016
Kepler-171 d,2.204,,1,3,2014
Kepler-255 c,2.99,9.946047,1,3,2014
Kepler-466 c,1.24,3.709213846,1,2,2016
Kepler-395 c,1.78,34.9894475,1,2,2014
Kepler-279 c,5.5,35.735,1,4,2013
K2-139 b,9.5,28.382206,1,1,2017
Kepler-52 c,2.12,16.38,1,3,2012
Kepler-263 c,2.62,47.3330262,1,2,2014
Kepler-1324 b,1.93,4.11585514,1,1,2016
Kepler-1079 b,1.77,13.24503482,1,1,2016
Kepler-55 f,1.62,10.19851808,1,5,2014
Kepler-767 b,6.64,161.5280101,1,1,2016
Kepler-83 c,2.25,20.09017037,2,3,2012
WASP-46 b,13.159366,1.43037,1,1,2011
Kepler-1136 b,1.54,2.361724329,1,1,2016
Kepler-138 d,2.06,23.089447,1,4,2014
Kepler-29 b,3.35,10.3384,1,2,2011
HATS-23 b,20.84874,2.1605156,1,1,2017
Kepler-1297 b,1.27,1.68189051,1,1,2016
Kepler-257 b,2.67,2.382652169,1,3,2014
Kepler-1520 b,5.77,0.653553572,1,1,2016
Kepler-971 b,4.28,9.59070716,1,1,2016
Kepler-559 b,4.17,17.58752333,1,1,2016
K2-140 b,13.04635343,6.569213,1,1,2017
Kepler-1611 b,0.66,5.1762429,1,1,2016
Kepler-962 b,1.97,12.05707239,1,1,2016
Kepler-1784 b,2.2,13.59053,1,1,2021
Kepler-566 b,2.15,18.42794624,1,1,2016
WASP-7 b,11.99363,4.95466,1,1,2008
Kepler-254 d,2.6,18.74653971,1,3,2014
WASP-75 b,14.23543,2.484193,2,1,2013
K2-34 b,13.8,2.995653,1,1,2016
K2-270 b,1.38,1.543069,1,2,2018
Kepler-259 b,2.68,8.11529219,1,2,2014
Kepler-111 b,1.75,3.341802938,1,2,2014
Kepler-874 b,3.2,40.06841,1,1,2016
Kepler-303 c,1.15,7.06117359,1,2,2014
Kepler-28 b,1.92,5.912268297,1,2,2011
Kepler-505 b,2.53,27.521732,1,1,2016
Kepler-1683 b,2.0,15.03343,1,1,2020
Kepler-978 b,2.75,49.6221509,1,1,2016
Kepler-177 b,2.68,36.8567758,1,2,2013
K2-260 b,18.41635529,2.62669762,1,1,2018
TOI-2458 b,2.83,3.73659,1,2,2024
HR 858 c,2.39177347,5.97391244881,2,3,2019
Kepler-1281 b,1.69,3.11602791,1,1,2016
TOI-1806.01,2.8411799,15.15120508799,1,1,2024
TOI-1669 c,2.2963977,2.6800535,1,2,2024
Kepler-85 e,1.25,25.2152875,1,4,2014
Kepler-102 f,0.95,27.4536146,1,5,2014
Kepler-1428 b,1.95,10.67607169,1,1,2016
TOI-2196 b,3.51,1.1947268,1,1,2022
HD 100546 b,77.3421,,1,1,2014
Kepler-235 c,1.41,7.83,1,4,2014
Kepler-1250 b,1.92,2.607543834,1,1,2016
Kepler-1878 b,1.96,4.44588291,1,1,2021
Kepler-379 b,1.618,,1,2,2014
Kepler-1972 b,0.802,7.54425,1,2,2022
Kepler-273 b,1.55,2.936526966,1,2,2014
Kepler-236 c,1.8,23.96793669,1,2,2014
Kepler-1258 b,0.84,0.984940167,1,1,2016
Kepler-187 c,2.7,10.640211,1,2,2014
Kepler-1793 b,2.12,8.77997349,1,1,2021
Kepler-220 e,1.273,,1,4,2014
Kepler-951 b,6.21,71.52530845,2,1,2016
Kepler-385 c,3.3,15.1622735,1,3,2014
Kepler-1649 b,4.6,8.689102,1,2,2017
Kepler-21 b,1.59,2.785821693,2,1,2012
Kepler-1787 b,2.56,39.31435,1,1,2021
Kepler-632 b,2.44,30.99644,1,1,2016
Kepler-351 d,2.95,142.544247,1,3,2016
Kepler-223 c,2.63,9.8482024,1,4,2014
WASP-18 b,13.4508,0.94145,2,2,2009
K2-166 b,2.19,8.52695,1,2,2018
Kepler-1883 b,2.6,103.4278,1,1,2021
Kepler-181 c,2.08,4.302143627,1,2,2014
Kepler-249 c,1.16,7.11373257,1,3,2014
K2-37 b,1.39,4.4434,1,3,2016
Kepler-265 b,1.86,6.846262,1,4,2014
Kepler-513 b,2.19,28.86235584,1,1,2016
WASP-8 b,11.634942,8.158715,2,2,2010
Kepler-1680 b,1.42,8.77426218,1,1,2020
K2-3 c,1.56,24.64745,1,3,2015
Kepler-1834 c,1.134,0.766689534,1,2,2023
K2-398 b,2.274,6.393025,1,2,2022
Kepler-108 b,8.2,49.18394185,2,2,2014
Kepler-1646 b,1.23,4.48558383,1,1,2016
Kepler-173 c,2.8,8.005798,1,2,2014
Kepler-104 d,2.36,51.75627,2,3,2014
K2-64 b,2.07,6.53044,1,1,2016
Kepler-1315 c,1.412,6.56606842,1,2,2021
K2-27 b,4.48,6.771315,3,1,2016
Kepler-1230 b,2.85,9.95661537,1,1,2016
EPIC 220674823 c,2.53,13.341245,1,2,2016
Kepler-1500 b,1.2,15.0330105,1,1,2016
Kepler-1249 b,1.82,24.3347127,1,1,2016
Kepler-80 c,2.27,9.521650159,1,6,2012
Kepler-324 e,2.03862444,13.97939968,1,4,2021
TOI-1742 b,2.36507598,21.269084,1,1,2024
K2-85 b,1.27572042,0.684553,1,1,2016
K2-5 b,1.91,5.73594,1,2,2015
Kepler-1527 b,3.26,160.129918,1,1,2016
Kepler-424 b,9.97601,3.3118644,1,2,2014
Kepler-671 b,2.33,4.280958588,1,1,2016
Kepler-1067 b,0.734,,1,2,2016
Kepler-183 c,2.25,11.637026,1,2,2014
Kepler-1894 b,1.26,2.76263462,1,2,2021
Kepler-55 c,27.87,42.1412664,1,5,2012
Kepler-277 c,3.36,33.006,1,2,2013
WASP-132 b,10.09929161,7.1335164,1,3,2016
HAT-P-55 b,13.249038,3.5852467,1,1,2015
Kepler-1962 b,1.21463929,7.991459846,1,1,2021
LHS 475 b,0.991,2.029088,1,1,2023
Kepler-325 b,3.0,4.544475,1,3,2014
Kepler-734 b,4.03,6.104852856,1,1,2016
K2-189 b,1.51234354,5.1763,1,2,2018
K2-130 b,1.06180894,2.494161,1,1,2017
Kepler-274 b,2.61,11.63486009,1,2,2014
WASP-106 b,12.10569916,9.28969,1,1,2014
Kepler-4 b,4.14,3.213668628,1,1,2009
Kepler-1104 b,1.55,5.03728033,1,1,2016
Kepler-789 b,2.12,8.63847725,1,1,2016
Kepler-1584 b,1.61,13.3997099,1,1,2016
Kepler-142 b,1.98,2.024145594,1,3,2014
Kepler-26 c,2.64,17.25121397,1,4,2011
TOI-2096 c,1.914,6.38784,1,2,2023
Kepler-970 b,2.94,16.73652231,2,1,2016
TOI-1716.01,3.143,8.082376554,1,1,2024
Kepler-121 b,2.47,3.177414418,1,2,2014
Kepler-622 b,1.64,14.28226676,1,1,2016
Kepler-1100 b,1.3,6.42200058,1,1,2016
HD 191939 b,3.20594,8.8803281,1,6,2020
K2-201 c,3.39,22.7768,1,2,2018
Kepler-619 b,3.0,5.404283,1,3,2016
