pl_name,pl_rade,pl_orbper,sy_snum,sy_pnum,disc_year
Kepler-1764 b,3.57,70.4680266,1,1,2021
K2-131 b,1.76156914,0.369311,1,1,2017
Kepler-1499 b,1.19,44.2008,1,1,2016
Kepler-134 b,1.94,5.317440164,1,2,2014
Kepler-11 e,4.18,31.995467,1,6,2010
Kepler-1686 b,1.16,9.30989826,1,1,2020
Kepler-962 b,1.59,12.05707239,1,1,2016
Kepler-1279 b,1.44,23.4774101,1,1,2016
HAT-P-46 b,14.392,4.463129,1,1,2014
Kepler-288 c,3.03,19.30577159,1,3,2014
Kepler-164 c,2.84,10.94577783,1,4,2014
Kepler-825 c,1.71,8.1818246,1,2,2016
Kepler-1413 b,1.793,,1,1,2016
KOI-1599.01,2.9,20.4074846,1,2,2019
TIC 393818343 b,12.18416202,16.24921,2,1,2024
Kepler-1700 b,3.14,234.244257,1,1,2020
Kepler-1016 c,4.327,,1,2,2016
Kepler-513 b,2.274,28.86235584,1,1,2016
Kepler-1847 b,2.13,11.12968583,1,1,2021
Kepler-832 b,2.33,7.1396941,1,1,2016
Kepler-233 c,2.4,60.41916,1,2,2014
Kepler-81 c,2.18,12.03987488,1,3,2012
Kepler-327 b,1.2,2.549559,1,3,2014
Kepler-48 b,2.14,4.7779803,1,5,2012
Kepler-416 d,1.68,3.076452083,1,3,2023
Kepler-1570 b,2.57,26.548955,1,1,2016
Kepler-517 b,2.67,60.92832271,2,1,2016
K2-384 c,1.05,4.19525,1,5,2022
Kepler-924 b,3.07,61.0370117,1,1,2016
Kepler-1926 b,2.67,42.8774169,1,1,2021
K2-18 b,2.461,32.94112,1,2,2015
Kepler-1009 b,2.17,11.35011917,1,1,2016
Kepler-254 d,2.89,18.74656,1,3,2014
K2-32 b,4.79,8.9919156,2,4,2016
Kepler-29 c,2.9,13.2907,1,2,2011
Kepler-322 b,0.937,1.653893465,1,2,2014
Kepler-1725 b,2.73,16.71979,1,1,2021
Kepler-529 d,1.78,35.86286,1,3,2021
Kepler-949 b,2.9,8.689298,1,2,2016
Kepler-684 b,2.66,6.770302008,1,1,2016
Kepler-693 b,10.45,15.37563332,2,1,2016
Kepler-1553 b,1.11,4.24261881,1,1,2016
Kepler-266 b,2.51,6.61834191,1,2,2014
Kepler-1181 c,1.57,8.93490815,1,2,2023
Kepler-17 b,14.8,1.485710952,1,1,2011
Kepler-322 c,1.59,4.337224039,1,2,2014
K2-3 c,1.69,24.64638,1,3,2015
Kepler-1288 b,1.032,2.76122421,1,1,2016
WASP-161 b,12.811887,5.4060425,1,1,2018
Kepler-388 c,0.96,13.29706969,1,2,2014
Kepler-1025 b,2.352,,1,1,2016
Kepler-1604 b,1.71,,1,1,2016
TOI-3568 b,6.4020317,4.41780423888,1,1,2024
Kepler-585 b,3.4,2.7523623,1,1,2016
Kepler-1250 b,2.19,2.607543834,1,1,2016
HATS-27 b,16.8135,4.637038,1,1,2016
K2-238 b,14.5717,3.20466,1,1,2018
Kepler-747 b,5.17,35.61760233,1,1,2016
Kepler-601 b,1.77,5.378868441,1,1,2016
K2-6 b,2.5,30.9349,1,1,2015
Kepler-1350 b,2.33,4.5,1,2,2016
Kepler-977 b,2.6,26.85336,1,1,2016
Kepler-338 c,2.48,24.31168,1,4,2014
Kepler-1248 b,1.16,7.46725407,1,1,2016
Kepler-33 e,3.55,31.7848157,1,5,2011
Kepler-298 c,2.26,22.92884482,1,3,2014
Kepler-1681 b,1.84,69.8957158,1,1,2020
Kepler-932 b,1.37,1.921437396,1,1,2016
HAT-P-14 b,12.89,4.627669,2,1,2010
Kepler-206 d,0.95,23.4432353,1,3,2014
Kepler-552 b,3.95,5.263415765,1,1,2016
Kepler-1818 b,1.54,4.64488,1,1,2021
Kepler-340 b,2.94,14.8444163,1,2,2014
Kepler-208 c,1.49,7.46662197,1,4,2014
HIP 41378 f,9.2,542.07975,1,6,2016
Kepler-758 d,2.96,20.4972755,1,4,2016
Kepler-903 c,4.125,62.9228557,1,2,2016
Kepler-487 c,2.62,38.6519976,1,3,2016
TIC 237913194 b,11.79529659,15.16897229768,1,1,2020
K2-282 b,3.19,4.17032,1,2,2018
Kepler-808 b,1.1,0.631332353,1,1,2016
Kepler-63 b,5.57,9.434151089,1,1,2013
Kepler-197 c,1.208,10.349711,2,4,2014
Kepler-1762 b,2.74,29.5391328,1,1,2021
Kepler-412 b,14.852,1.720861232,1,1,2014
Kepler-292 b,1.65,2.58082149,1,5,2014
Kepler-141 c,1.501,,1,2,2014
Kepler-1118 b,2.56,38.6715075,1,1,2016
Kepler-750 c,1.841,4.08899022,1,2,2016
Kepler-1129 b,2.98,24.3397804,1,2,2016
Kepler-998 b,1.88,5.65377733,1,1,2016
Kepler-438 b,0.98,35.23318,1,1,2015
Kepler-1306 b,1.76,16.29595382,1,1,2016
TOI-4914 b,12.87,10.60057,1,1,2024
Kepler-272 c,1.63,6.057,1,3,2014
Kepler-895 b,1.54,2.806242328,1,1,2016
K2-36 c,3.58036658,5.340883,1,2,2016
Kepler-417 b,2.43,12.33090437,1,2,2014
TOI-700 c,2.6,16.051137,1,4,2020
Kepler-1756 b,1.47199944,2.355750084,1,1,2021
WASP-79 b,17.14977,3.662392,1,1,2012
Kepler-255 d,1.37,1.045622658,1,3,2016
Kepler-189 c,2.4,20.135,1,2,2014
Kepler-258 b,4.06,13.19722,1,2,2014
Kepler-1679 b,2.18,9.75369069,1,1,2020
Kepler-1640 b,5.83,7.5844241,1,1,2016
Kepler-323 c,1.649,,1,2,2014
K2-272 b,2.91,14.453533,1,1,2018
Kepler-1869 b,1.11955354,8.167360306,1,2,2021
Kepler-1055 b,1.09,2.295036233,1,1,2016
WASP-77 A b,13.56,1.3600309,2,1,2012
Kepler-1602 b,0.97,11.17931605,1,1,2016
Kepler-388 b,0.98,3.17323306,1,2,2014
Kepler-1359 b,2.511,59.4970952,1,1,2016
Kepler-1527 b,3.26,160.129918,1,1,2016
Kepler-351 d,2.72,142.544247,1,3,2016
TOI-500 b,1.166,0.548177,1,4,2022
TOI-2529 b,11.54525012,64.5949,1,1,2024
TOI-815 b,2.62397,11.1972769,2,2,2024
Kepler-1666 b,2.55,25.84723,1,2,2020
Kepler-1207 b,1.62,13.68237119,1,1,2016
Kepler-579 b,1.7,9.66857723,1,1,2016
Kepler-1081 b,1.01,3.856918547,1,1,2016
Kepler-104 d,2.635,51.75529576,2,3,2014
Kepler-149 d,4.15,160.0200597,1,3,2014
Kepler-195 c,1.751,,1,2,2014
Kepler-222 b,3.2,3.936993706,1,3,2014
Kepler-120 b,2.31,6.313,1,2,2014
Kepler-1603 b,0.97,2.27164952,1,1,2016
Kepler-506 b,2.67,6.8834055,1,1,2016
Kepler-1251 b,1.86,45.0904643,1,1,2016
Kepler-97 b,1.468,,1,2,2014
Kepler-1370 c,1.33,7.44136102,1,2,2016
Kepler-577 b,2.37,25.69597,1,1,2016
Kepler-272 b,1.31,2.971,1,3,2014
Kepler-1795 b,1.91,13.36020599,1,1,2021
Kepler-184 d,2.8,29.02277,1,3,2014
Kepler-810 b,1.55,4.59731,1,1,2016
Kepler-207 c,1.815,,1,3,2014
Kepler-1865 b,1.56,2.524018115,1,1,2021
Kepler-295 d,1.36,33.884054,1,3,2014
Kepler-296 e,1.4,34.14247,2,5,2014
Kepler-535 b,2.05,4.903321551,1,1,2016
Kepler-239 b,2.33,11.763051,1,2,2014
Kepler-842 b,1.523,,1,1,2016
Kepler-1119 b,1.92,8.3265153,1,1,2016
WASP-66 b,15.58051,4.086052,1,1,2012
Kepler-174 b,2.29,13.98177228,1,3,2014
Kepler-1449 b,2.756,,1,1,2016
TOI-1450 A b,1.09248076,2.04392678077,2,2,2024
Kepler-349 c,1.958,,1,2,2014
Kepler-952 b,6.7,130.35148,1,1,2016
Kepler-5 b,15.28,3.548465405,1,1,2009
TOI-4155 b,3.02356,3.3207642,1,1,2025
Kepler-1332 b,1.37,11.87456832,1,1,2016
Kepler-45 b,11.197791,2.45524122,1,1,2011
HIP 97166 b,2.63881,10.288886,1,2,2021
Kepler-1987 b,1.27,2.345858578,1,4,2023
Kepler-254 b,3.87,5.826662,1,3,2014
Kepler-107 d,1.07,7.95830216,1,4,2014
Kepler-795 b,1.851,29.6193421,2,1,2016
Kepler-1804 b,3.77,12.28859,1,1,2021
Kepler-1895 b,1.41,6.0703203,1,1,2021
Kepler-988 b,2.07,17.76080053,1,1,2016
Kepler-684 b,2.66,6.770302008,1,1,2016
Kepler-1916 b,2.43,31.2548347,1,1,2021
TOI-1130 c,16.8135,8.350381,1,2,2020
Kepler-752 b,2.92,18.82747265,1,1,2016
Kepler-262 c,1.74,21.8536791,1,2,2014
HD 219134 c,1.507,6.765149,1,6,2015
TOI-836 c,2.64032,8.5954792,1,2,2023
Kepler-1632 b,2.47,448.303558,1,1,2016
Kepler-1416 b,1.2,1.49515,1,1,2016
Kepler-608 b,3.64,6.412515037,1,1,2016
Kepler-1961 b,1.6187808,5.604710102,1,1,2021
K2-180 b,4.28539694,8.86528860869,1,1,2018
HAT-P-2 b,10.659759,5.63341,1,2,2007
Kepler-271 c,1.02,7.41086267,1,3,2014
Kepler-243 b,2.48,5.71542485,1,2,2014
Kepler-84 e,2.3,27.4345883,1,5,2014
TOI-558 b,12.17295304,14.574071,1,1,2021
Kepler-432 b,11.75,52.5010768,2,2,2015
Kepler-1490 b,2.59,92.4362973,1,1,2016
Kepler-364 b,1.45,25.7457529,1,2,2014
Kepler-29 c,1226.4,13.28689074,1,2,2011
Kepler-326 d,1.31,6.76690759,1,3,2014
Kepler-331 c,1.84,17.28111,1,3,2014
Kepler-1673 b,2.62,33.78882491,1,1,2020
Kepler-774 b,2.49,11.0895723,1,1,2016
K2-44 b,2.16,5.65706,1,1,2016
XO-7 b,15.5276,2.8641388,1,1,2019
Kepler-1368 b,1.44,0.675649486,1,1,2016
Kepler-139 c,2.425,,1,5,2014
Kepler-239 c,2.37,56.2279271,1,2,2014
Kepler-516 b,7.61,24.85466504,1,1,2016
Kepler-1123 b,2.11,4.3394569,1,1,2016
Kepler-101 c,1.25,6.02976,1,2,2014
HAT-P-44 b,15.3684,4.3011975,1,2,2014
Kepler-625 b,1.89,7.75192755,1,2,2016
Kepler-275 c,3.618,16.08831829,1,3,2014
Kepler-1338 b,0.92,0.935118057,1,1,2016
Kepler-1418 b,1.32,22.4764425,1,1,2016
Kepler-1739 b,1.9,7.34372823,1,1,2021
Kepler-1487 c,3.02,35.8022845,1,2,2023
Kepler-1394 b,0.982,3.93766373,1,1,2016
Kepler-225 b,1.527,,1,2,2014
Kepler-1982 b,0.86659998,3.823159933,1,1,2023
Kepler-1525 b,0.928,2.416601183,1,1,2016
Kepler-553 c,10.7,328.2402,1,2,2016
Kepler-1290 b,1.688,,1,1,2016
TIC 46432937 b,13.31626907,1.44044527,1,1,2024
Kepler-1983 b,3.7,7.328505,1,1,2023
Kepler-235 e,2.142,,1,4,2014
TOI-4377 b,15.10970598,4.378081,1,1,2023
Kepler-152 c,2.55,88.2553544,1,2,2014
Kepler-176 b,1.43,5.433074,1,4,2014
Kepler-50 b,1.542,7.8128584,1,2,2012
Kepler-1050 b,1.6,15.3787546,1,2,2016
EPIC 201238110 b,1.87,28.1656,1,1,2019
Kepler-298 b,2.21,10.47548192,1,3,2014
Kepler-1851 b,18.49,12.02298773,1,1,2021
Kepler-1081 b,1.88,3.856918547,1,1,2016
Kepler-138 b,0.79,10.31202,1,4,2014
Kepler-507 b,1.36,3.568099612,1,1,2016
Kepler-762 b,15.82246197,3.77058645414,1,1,2016
Kepler-303 b,1.08,1.94,1,2,2014
Kepler-1718 b,2.5685207,135.1880035,1,1,2021
Kepler-122 d,1.89,21.5878875,1,5,2014
Kepler-1895 b,1.41,6.0703203,1,1,2021
Kepler-1575 b,1.33,2.55314213,1,1,2016
Kepler-11 c,3.024,,1,6,2010
Kepler-1122 b,2.657,,1,1,2016
Kepler-224 b,1.5,3.132951625,1,4,2014
Kepler-907 b,1.18,15.86621821,1,1,2016
Kepler-1131 b,1.44,3.53232449,1,1,2016
Kepler-1491 c,1.62,61.569462,1,2,2023
Kepler-319 b,3.24,4.362744362,1,3,2014
K2-19 c,4.37,12.0028,1,3,2015
HAT-P-33 b,18.898374,3.474474,2,1,2011
Kepler-1956 b,1.15,5.94375659,1,1,2021
Kepler-809 b,3.01,55.63934,1,1,2016
Kepler-1770 b,2.95,16.84192204,1,1,2021
KOI-94 c,3.72,10.423677765,2,4,2013
Kepler-1357 b,1.12,3.0091324,1,1,2016
Kepler-1144 b,1.82,17.14624,1,1,2016
Kepler-564 b,4.74,3.750832285,1,1,2016
Kepler-62 b,1.44,5.714890717,1,5,2013
Kepler-186 d,1.56,13.343058,1,5,2014
Kepler-1067 c,1.33,5.42587228,1,2,2021
NGTS-2 b,18.5483,4.5111234,1,1,2018
Kepler-126 c,1.51,21.86965714,1,3,2014
Kepler-1277 b,1.37,40.8364,1,1,2016
Kepler-921 b,2.9,51.300634,1,1,2016
K2-382 b,2.072,21.700156,1,1,2022
Kepler-185 c,1.89,20.72913358,1,2,2014
Kepler-1552 b,2.17,184.771853,1,1,2016
Kepler-782 b,3.495,158.6853308,1,1,2016
Kepler-56 c,10.89,21.4054901,1,3,2012
Kepler-1142 b,1.22,18.3027248,1,1,2016
Kepler-479 b,2.01,12.49341307,1,1,2016
Kepler-1480 b,3.94,22.1270885,2,1,2016
Kepler-245 c,2.338,,1,4,2014
Kepler-1642 b,5.83,12.2057513,1,2,2016
Kepler-612 b,2.42,3.722156413,1,1,2016
TOI-5817 b,3.02725841,15.61460575154,2,1,2025
Kepler-374 c,1.09,3.28280266,1,3,2014
Kepler-253 b,1.77,3.78403393,1,3,2014
Kepler-547 b,4.0,6.010384289,1,1,2016
Kepler-860 b,2.91,5.101379454,1,1,2016
Kepler-1994 b,0.55,4.61226344,1,1,2023
Kepler-1251 b,1.86,45.0904643,1,1,2016
Kepler-296 b,35.38,10.86443187,2,5,2014
Kepler-127 d,2.54,48.63038976,1,3,2014
Kepler-356 b,1.45,4.612661,1,2,2014
Kepler-1475 b,2.2,82.177374,1,1,2016
Kepler-1725 b,2.37,16.71987223,1,1,2021
Kepler-155 b,1.9,5.931217,1,2,2014
Kepler-104 b,2.481,,2,3,2014
Kepler-1563 b,0.75,3.43276598,1,1,2016
LP 791-18 b,1.12,0.948005,1,3,2019
Kepler-1746 b,8.93504475,321.2120056,1,1,2021
Kepler-57 b,3.135,5.72,1,2,2012
HAT-P-4 b,14.28,3.056536,2,1,2007
Kepler-1702 b,1.56,18.5010197,1,1,2020
Kepler-1601 b,0.84,2.20923119,1,1,2016
K2-181 b,2.83587212,6.893813,1,1,2018
Kepler-1533 b,2.36,308.5471,1,1,2016
Kepler-1277 b,1.32,40.8365012,1,1,2016
Kepler-130 c,3.002,,2,3,2014
HD 189733 b,12.3,2.2,2,1,2005
Kepler-54 c,1.23,12.0717249,1,3,2012
Kepler-1982 b,1.04,3.82316376,1,1,2023
HAT-P-58 b,14.95447888,4.01357004878,1,1,2021
Kepler-525 b,4.564,18.68404933,1,1,2016
Kepler-158 c,1.9,28.55156868,1,3,2014
Kepler-1480 b,2.97,22.12679948,2,1,2016
Kepler-1019 b,1.36,1.411229847,1,1,2016
Kepler-286 c,1.371,,1,4,2014
Kepler-1337 b,2.41,24.4002549,1,1,2016
WASP-164 b,12.90846349,1.77711087925,1,1,2018
Kepler-175 c,3.335,,1,2,2014
Kepler-251 b,1.297,,1,4,2014
Kepler-277 b,2.96,17.32417247,1,2,2013
Kepler-796 b,3.252,,1,1,2016
Kepler-10 b,1.43,0.837491225,1,3,2011
Kepler-211 b,1.3,4.13852825,1,2,2014
Kepler-297 d,7.11899996,150.0209961,1,3,2023
KOI-13 b,25.8,1.763587569,3,1,2011
Kepler-485 b,13.63,3.243259796,1,1,2016
Kepler-634 b,1.61,5.16950177,1,1,2016
HD 213885 b,1.7202,1.0082361,1,2,2019
Kepler-1632 b,1.66,448.303558,1,1,2016
Kepler-87 b,9.51,114.7363519,1,2,2013
Kepler-245 d,3.03,36.2761238,1,4,2014
Kepler-290 b,2.22,14.589501,1,3,2014
Kepler-1993 b,4.15,26.6565737,1,1,2023
Kepler-257 d,5.67,24.66459711,1,3,2014
K2-390 b,4.662,3.312792,1,1,2022
Kepler-74 b,14.41,7.340714746,1,1,2013
Kepler-128 c,1.13,22.801,1,2,2013
Kepler-26 e,2.11,46.827714,1,4,2014
Kepler-277 c,2.64,33.0063025,1,2,2013
Kepler-524 c,1.235,,1,2,2016
Kepler-899 b,2.57,19.17891293,1,1,2016
Kepler-339 d,1.17,10.558345,1,3,2014
Kepler-108 b,8.65,49.183921,2,2,2014
Kepler-766 b,2.8,6.10027804,1,1,2016
K2-79 b,3.99,10.99497,1,1,2016
K2-405 b,3.806,3.435453,1,1,2022
Kepler-1759 b,1.03,3.72020177,1,1,2021
TOI-1235 b,2.00495,3.4447015,1,1,2020
Kepler-1848 b,1.4088539,5.604020119,1,1,2021
Kepler-1599 b,1.83,122.363553,1,1,2016
Kepler-402 c,1.56,6.124821,1,4,2014
Kepler-60 d,1.904,,1,3,2012
Kepler-338 b,2.52,13.72707449,1,4,2014
Kepler-182 c,3.43,20.684342,1,2,2014
KIC 9663113 b,3.78,572.383277,1,2,2015
TOI-157 b,14.414774,2.0845435,1,1,2020
Kepler-5 b,13.56289,3.548469,1,1,2009
Kepler-36 b,1.486,13.84984283,1,2,2012
K2-115 b,11.80305668,20.2729914,1,1,2017
Kepler-167 b,1.71,4.393156523,2,4,2014
Kepler-1288 b,1.31,2.76121,1,1,2016
Kepler-223 e,4.6,19.72567,1,4,2014
Kepler-32 e,1.43,2.896,1,5,2012
Kepler-204 b,2.23,14.40094471,1,2,2014
WASP-1 b,16.634156,2.519961,2,1,2007
Kepler-236 b,1.96,8.29561,1,2,2014
Kepler-404 c,1.63,14.7512034,1,2,2014
Kepler-112 b,2.28,8.408878137,1,2,2014
Kepler-424 b,9.98,3.3118644,1,2,2014
Kepler-934 b,2.09,55.6738309,1,1,2016
Kepler-125 b,2.65,4.16,1,2,2014
Kepler-593 b,2.6,21.21708973,1,1,2016
Kepler-219 d,2.56,47.9035211,1,3,2014
Kepler-171 c,2.8,11.463527,1,3,2014
Kepler-1402 b,1.6,2.03387483,1,1,2016
Kepler-368 b,3.427,,1,2,2014
Kepler-1022 b,2.02,10.994615,1,1,2016
HD 191939 b,3.42,8.880403,1,6,2020
Kepler-24 c,2.9,12.33354,1,4,2011
Kepler-157 d,1.32,7.02573474,1,3,2016
K2-19 c,4.86,11.90715,1,3,2015
Kepler-1992 b,0.91,15.611223,1,1,2023
Kepler-969 b,2.35,34.1731714,1,2,2016
Kepler-236 b,1.82,8.29561738,1,2,2014
Kepler-832 b,2.33,7.1396941,1,1,2016
Kepler-918 b,1.44,4.85386933,1,1,2016
Kepler-1028 b,1.31,2.51462432,1,1,2016
Kepler-1087 b,0.61,0.693842855,1,1,2016
Kepler-827 b,8.49,51.92920654,1,1,2016
Kepler-299 d,1.79,15.0548689,1,4,2014
Kepler-136 c,1.99,16.399235,2,2,2014
Kepler-1380 b,1.27,10.3108232,1,1,2016
WASP-7 b,15.277867,4.9546416,1,1,2008
Kepler-1747 b,3.2,6.230227,1,1,2021
TOI-6383 A b,11.4109,1.7904917,2,1,2024
Kepler-208 d,1.37,11.1317519,1,4,2014
TOI-286 c,1.84555,39.361947,1,2,2024
Kepler-1046 b,1.61,14.37508035,1,1,2016
Kepler-668 b,2.7,8.35390639,1,1,2016
Kepler-1243 b,1.64,16.8320729,1,1,2016
Kepler-380 c,1.62,7.63018,1,2,2014
Kepler-762 b,12.68,3.770552098,1,1,2016
TOI-1338 b,7.84988908,95.174,2,2,2020
Kepler-977 b,2.76,26.85328322,1,1,2016
Kepler-138 c,1.58,13.78104973,1,4,2014
Kepler-598 b,1.5,3.70175428,1,2,2016
Kepler-1016 c,3.68,105.6551369,1,2,2016
Kepler-1800 b,2.82,4.5620407,1,1,2021
K2-396 b,1.579,0.673862,1,2,2022
Kepler-826 b,0.89,4.48758907,1,1,2016
Kepler-344 c,3.19,125.602302,1,2,2014
Kepler-770 b,1.93,18.92540274,1,3,2016
HAT-P-5 b,14.12,2.788491,1,1,2007
Kepler-130 d,1.37,87.5174361,2,3,2014
WASP-18 b,13.89913607,0.94145223,2,2,2009
Kepler-984 b,2.063,43.0342272,1,1,2016
Kepler-1668 b,4.47,15.4339775,1,1,2020
HATS-34 b,13.08687204,2.10615687963,1,1,2016
Kepler-1877 b,0.48,2.37752807,1,1,2021
Kepler-898 b,1.38,5.8706191,1,1,2016
Kepler-60 b,1.97,7.13294363,1,3,2012
Kepler-306 b,1.52,4.646186,1,4,2014
Kepler-200 c,1.99,10.22214214,1,2,2014
Kepler-251 d,4.25,30.1329303,1,4,2014
HD 191939 b,3.39512346,8.8803232,1,6,2020
Kepler-253 d,3.17,18.11989364,1,3,2014
Kepler-620 b,2.49,12.91385906,1,1,2016
Kepler-1610 c,2.20600009,44.98529816,1,2,2023
AU Mic b,4.02692583,8.45367765822,1,4,2020
K2-271 b,6.89,8.56222,1,1,2018
Kepler-526 b,1.84,5.45851,1,1,2016
Kepler-100 b,1.34,6.88734,1,4,2014
Kepler-369 c,1.32,14.87153514,1,2,2014
Kepler-525 b,3.54,18.68421,1,1,2016
Kepler-710 b,2.36,4.347288783,1,1,2016
Kepler-118 b,1.67,7.51849479,1,2,2014
Kepler-1276 b,1.09,12.5720095,1,1,2016
Kepler-1107 b,1.45,,1,1,2016
Kepler-81 c,2.7,12.04,1,3,2012
Kepler-82 b,3.91,26.44439337,1,5,2012
Kepler-240 b,1.37,4.144495,1,2,2014
Kepler-444 c,0.497,4.5458841,3,5,2015
Kepler-1666 b,2.57,25.8474596,1,2,2020
Kepler-337 b,1.726,,1,2,2014
Kepler-1024 b,3.91,66.4162133,1,1,2016
Kepler-150 d,2.637,,1,5,2014
Kepler-1223 b,1.459,,1,1,2016
Kepler-223 b,1.69,7.384108,1,4,2014
Kepler-167 c,1.61,7.40610775,2,4,2014
Kepler-110 c,3.54,31.71982498,1,2,2014
Kepler-32 d,2.18,22.78033066,1,5,2012
Kepler-144 c,1.1,10.10463505,1,2,2014
Kepler-862 b,2.21,3.148664534,1,1,2016
Kepler-1822 b,1.76,22.1334224,1,1,2021
Kepler-1036 b,2.715,,1,1,2016
Kepler-1051 b,3.4,25.96200249,1,1,2016
Kepler-1326 b,4.18,42.3514267,1,1,2016
NGTS-11 b,9.157753,35.45533,1,1,2020
Kepler-11 f,2.74,46.6858024,1,6,2010
Kepler-194 b,1.48,2.092269993,1,3,2014
Kepler-1134 b,2.64,17.13263989,1,1,2016
TOI-2081 b,2.04,10.50534,1,1,2022
Kepler-328 c,5.4,71.3101,1,2,2013
Kepler-246 b,2.21,4.601816855,1,2,2014
TOI-1410.01,2.943638,1.216835,1,2,2024
Kepler-764 b,1.8,7.33674,1,1,2016
Kepler-1228 b,1.456,,1,1,2016
L 98-59 d,1.627,7.450729,1,5,2019
Kepler-980 b,3.087,11.55102504,1,1,2016
Kepler-1562 b,4.72,64.2737752,1,1,2016
TOI-1994 b,11.5159,4.0337201,1,1,2024
K2-33 b,5.76,5.42513,1,1,2016
Kepler-953 c,1.16,9.10967112,1,2,2016
K2-146 b,1.83,2.64484,1,2,2018
Kepler-741 b,2.97,7.03902374,1,1,2016
Kepler-1448 b,1.61,12.27065865,1,1,2016
Kepler-736 b,2.9,3.60147201,1,1,2016
TOI-4504 b,2.66002553,2.42615378456,1,3,2024
Kepler-1082 b,0.8,1.543206604,1,1,2016
Kepler-378 c,0.71,28.9059687,1,2,2014
Kepler-225 b,1.26,6.73880005,1,2,2014
Kepler-101 b,5.87,3.487691,1,2,2014
Kepler-1868 b,3.69,211.0338741,1,1,2021
Kepler-1403 b,2.24,5.19492202,1,1,2016
Kepler-793 b,1.37,4.24153639,1,1,2016
Kepler-1969 b,1.72,6.64752101,1,1,2021
Kepler-305 c,3.1,8.290858,1,4,2013
Kepler-103 b,3.486,15.9653287,1,2,2014
Kepler-1200 b,1.01,1.118557,1,1,2016
Kepler-1293 b,0.97,5.57654784,1,1,2016
Kepler-357 b,1.9,6.47538919,1,3,2014
Kepler-758 b,2.02,12.10995,1,4,2016
Kepler-1072 b,1.35,1.56906,1,1,2016
Kepler-743 b,1.22,3.179262921,2,1,2016
Kepler-1339 b,0.71,1.341555127,1,1,2016
Kepler-1097 b,3.26,187.747029,1,1,2016
K2-229 b,1.197,0.584,1,2,2018
Kepler-169 c,1.37,6.1954595,1,5,2014
Kepler-12 b,20.35653367,4.43797265828,1,1,2011
Kepler-609 b,2.6,6.521210666,1,1,2016
Kepler-36 c,3.54,16.23191704,1,2,2012
WASP-187 b,18.0411,5.147905,1,1,2020
Kepler-1728 b,2.76,4.78300451,1,1,2021
K2-331 b,1.79,9.398977,1,2,2021
Gaia-2 b,14.72447081,3.6915589899,1,1,2022
Kepler-308 c,2.19,15.3825006,1,2,2014
TOI-3819 b,13.13692538,3.2443141,1,1,2023
K2-338 b,1.03,3.850614,1,1,2021
Kepler-1837 b,1.43,5.90609759,1,1,2021
Kepler-150 c,3.58,7.381977254,1,5,2014
K2-121 b,9.12,5.185754,1,1,2017
Kepler-327 d,2.14,13.969407,1,3,2014
Kepler-512 b,2.69,34.43587975,1,1,2016
CoRoT-5 b,18.38267405,4.03790124331,1,1,2009
KOI-351 h,10.89,331.5972732,1,8,2013
Kepler-1266 c,1.35,4.86643,1,2,2021
Kepler-394 c,1.7,12.13123,1,3,2014
Kepler-1417 b,1.541,20.3505213,1,1,2016
Kepler-1380 b,1.8,10.310531,1,1,2016
Kepler-200 c,1.99,10.22214214,1,2,2014
Kepler-441 b,1.462,,1,1,2015
Kepler-1016 c,3.5,105.6551369,1,2,2016
TOI-3856 b,13.59649359,2.04360352,1,1,2025
Kepler-283 b,3.25,11.00815926,1,2,2014
NGTS-3 A b,16.58932,1.6753728,2,1,2018
Kepler-121 b,2.65,3.177414601,1,2,2014
Kepler-1880 b,2.11686218,6.309219837,1,1,2021
K2-233 d,2.363,24.3681,1,3,2018
Kepler-629 b,1.33,,1,1,2016
K2-19 b,7.0,7.9222,1,3,2015
Kepler-563 b,3.4,22.184312,1,1,2016
LHS 1678 c,1.0428407,3.69426040883,2,3,2021
Kepler-913 c,1.72,5.93918879,1,2,2021
Kepler-937 c,2.14,153.348739,1,2,2016
Kepler-772 b,1.96,12.99207337,1,1,2016
Kepler-108 c,7.8,190.3216564,2,2,2014
Kepler-991 b,2.45,82.5341188,1,1,2016
Kepler-55 b,1.99,,1,5,2012
K2-226 b,1.54,3.27108,1,1,2018
Kepler-1553 b,1.075,,1,1,2016
K2-126 b,1.97,7.385655,1,1,2017
Kepler-58 c,2.93,15.57363551,1,4,2012
Kepler-1861 b,2.20677414,40.0306015,1,1,2021
Kepler-168 c,2.79,13.1932092,1,2,2014
Kepler-749 b,2.1,17.31716585,1,1,2016
CoRoT-4 b,13.43739593,9.20164964154,1,1,2008
Kepler-74 b,14.8,7.340718,1,1,2013
Kepler-32 e,1.09,2.89601166,1,5,2012
Kepler-62 d,1.96,18.16407876,1,5,2013
Kepler-179 b,1.694,,1,2,2014
Kepler-1284 b,1.19,0.664074145,1,1,2016
TOI-1798.02,1.40822,0.4378109,1,2,2024
LTT 1445 A b,1.43,5.358765,3,2,2019
Kepler-1305 b,1.75,13.5630972,1,1,2016
WASP-47 e,1.773,0.79,1,4,2015
Kepler-1723 b,2.8,39.7530284,1,1,2021
Kepler-235 c,1.22,7.82501206,1,4,2014
Kepler-1555 b,1.45,8.10503551,1,1,2016
Kepler-313 b,2.53,14.970418,1,2,2014
Kepler-821 b,1.25,1.92279873,1,1,2016
